name,year_of_release,developer,worldwide_sales,critic_score,user_score,critic_count,user_count
Get Fit with Mel B,2010,Lightning Fish Games,0.38,73.0,5.8,4.0,4.0
Get On Da Mic,2004,Artificial Mind and Movement,0.15,49.0,6.3,29.0,7.0
Ghost Rider,2007,Climax Group,0.24,49.0,5.7,17.0,13.0
Ghost Squad,2007,"Artificial Mind and Movement, Polygon Magic",0.78,69.0,7.5,42.0,31.0
Ghost Trick: Phantom Detective,2010,Capcom,0.38,83.0,9.0,60.0,127.0
Ghost in the Shell: Stand Alone Complex,2005,G-Artists,0.06999999999999999,61.0,7.4,23.0,14.0
Ghostbusters: The Video Game,2009,Red Fly Studio,3.35,67.66666666666667,7.383333333333333,195.0,275.0
Ghosthunter,2003,SCE Studio Cambridge,0.08,69.0,8.7,44.0,22.0
Giants: Citizen Kabuto,2001,Digital Mayhem,0.060000000000000005,79.0,6.9,15.0,8.0
Gitaroo Man,2001,Koei/Inis,0.05,82.0,8.7,21.0,25.0
Gladiator Begins,2010,Acquire,0.12000000000000001,59.0,8.0,9.0,14.0
Gladiator: Sword of Vengeance,2003,Acclaim Studios Manchester,0.18,65.0,6.449999999999999,44.0,15.0
Gladius,2003,LucasArts,0.41,79.66666666666667,8.433333333333334,77.0,56.0
Glory Days 2,2007,odenis studio,0.09,73.0,7.3,28.0,6.0
Glory of Heracles,2008,Paon Corporation,0.28,69.0,7.3,23.0,18.0
Go Vacation,2011,Namco Bandai Games,1.54,64.0,7.8,28.0,13.0
Goat Simulator,2016,Coffee Stain Studios,0.01,53.0,6.3,15.0,63.0
Goblin Commander: Unleash the Horde,2003,Jaleco Entertainment,0.18000000000000002,69.5,8.25,40.0,20.0
God Eater 2: Rage Burst,2015,Shift,0.09999999999999999,69.0,8.0,35.0,79.0
God Eater Resurrection,2015,"Shift, Bandai Namco Games",0.08,70.0,7.8,18.0,44.0
God Hand,2006,Clover Studio,0.07,73.0,7.7,48.0,165.0
God of War,2005,SCE Santa Monica,4.449999999999999,94.0,8.9,75.0,997.0
God of War Collection,2009,Bluepoint Games,2.8000000000000003,82.0,8.05,78.0,662.0
God of War II,2007,SCE Santa Monica,4.07,93.0,8.9,70.0,709.0
God of War III,2010,SCE Santa Monica,4.800000000000001,92.0,8.7,101.0,2633.0
God of War: Ascension,2013,SCE Santa Monica,2.25,80.0,7.5,89.0,914.0
God of War: Chains of Olympus,2008,Ready at Dawn,3.18,91.0,8.6,79.0,565.0
God of War: Ghost of Sparta,2010,Ready at Dawn,1.0,86.0,8.4,73.0,255.0
God of War: Origins Collection,2011,Ready at Dawn,0.55,84.0,8.4,58.0,208.0
Godai: Elemental Force,2002,3DO,0.08,27.0,3.8,10.0,19.0
Gods Eater Burst,2010,"Shift, Bandai Namco Games",0.65,71.0,7.9,30.0,35.0
Godzilla Unleashed,2007,"Pipeworks Software, Inc.",0.15000000000000002,44.0,7.2,31.0,37.0
Godzilla Unleashed: Double Smash,2007,Santa Cruz Games,0.12,28.0,4.9,18.0,8.0
Godzilla: Destroy All Monsters Melee,2002,"Pipeworks Software, Inc.",0.7100000000000001,73.0,7.8,30.0,23.0
Godzilla: Save the Earth,2004,"Pipeworks Software, Inc.",0.6000000000000001,62.5,8.45,41.0,27.0
Golden Axe: Beast Rider,2008,Secret Level,0.6599999999999999,44.5,5.699999999999999,63.0,56.0
Golden Sun,2001,Camelot Software Planning,1.77,91.0,9.3,29.0,198.0
Golden Sun: Dark Dawn,2010,Camelot Software Planning,0.78,79.0,8.1,63.0,86.0
Golden Sun: The Lost Age,2002,Camelot Software Planning,1.22,86.0,9.5,29.0,150.0
GoldenEye: Rogue Agent,2004,EA LA,1.61,59.75,7.1,153.0,84.0
Goldeneye 007: Reloaded,2011,Eurocom Entertainment Software,1.28,72.0,6.15,94.0,148.0
Goosebumps HorrorLand,2008,SScholastic Media,0.16,37.0,3.5,4.0,8.0
Gotcha Force,2003,Capcom,0.02,56.0,8.2,24.0,17.0
Gothic 3,2006,Piranha Bytes,0.060000000000000005,63.0,7.3,39.0,519.0
Grabbed by the Ghoulies,2003,Rare Ltd.,0.15000000000000002,66.0,7.3,42.0,28.0
Gradius Collection,2006,M2,0.06,76.0,8.5,44.0,4.0
Gradius V,2004,Treasure,0.09999999999999999,82.0,8.5,46.0,13.0
Graffiti Kingdom,2004,Taito Corporation,0.02,71.0,7.1,27.0,12.0
Gran Turismo,1997,Polyphony Digital,10.95,96.0,8.7,16.0,138.0
Gran Turismo 2,1999,Polyphony Digital,9.49,93.0,9.0,23.0,135.0
Gran Turismo 3: A-Spec,2001,Polyphony Digital,14.969999999999999,95.0,8.4,54.0,314.0
Gran Turismo 4,2004,Polyphony Digital,11.649999999999999,89.0,8.5,74.0,272.0
Gran Turismo 5,2010,Polyphony Digital,10.7,84.0,7.5,82.0,1112.0
Gran Turismo 5 Prologue,2007,Polyphony Digital,4.1899999999999995,80.0,7.1,67.0,120.0
Gran Turismo 6,2013,Polyphony Digital,3.2299999999999995,81.0,7.7,81.0,758.0
Grand Ages: Medieval,2015,Gaming Minds Studios,0.13,63.5,6.25,21.0,64.0
Grand Kingdom,2015,Spike Chunsoft,0.13999999999999999,77.0,8.45,44.0,96.0
Grand Prix Challenge,2002,Atari,0.08,76.0,9.2,9.0,9.0
Grand Slam Tennis 2,2012,EA Sports,0.41000000000000003,72.0,5.15,81.0,31.0
Grand Theft Auto,2004,Digital Eclipse,0.23,68.0,7.1,33.0,23.0
Grand Theft Auto 2,1998,DMA Design,3.42,70.0,8.0,15.0,67.0
Grand Theft Auto III,2001,DMA Design,13.110000000000001,95.0,8.45,76.0,1469.0
Grand Theft Auto IV,2008,Rockstar North,22.369999999999997,95.33333333333333,7.333333333333333,190.0,8083.0
Grand Theft Auto V,2013,Rockstar North,56.58,96.8,8.08,245.0,15124.0
Grand Theft Auto: Chinatown Wars,2009,Rockstar Leeds,2.4000000000000004,91.5,7.800000000000001,162.0,426.0
Grand Theft Auto: Liberty City Stories,2005,Rockstar Leeds,11.209999999999999,83.0,7.699999999999999,114.0,563.0
Grand Theft Auto: San Andreas,2004,Rockstar North,23.740000000000002,93.66666666666667,8.833333333333334,185.0,3547.0
Grand Theft Auto: Vice City,2002,Rockstar North,16.19,94.5,8.75,92.0,2250.0
Grand Theft Auto: Vice City Stories,2006,Rockstar Leeds,6.0,80.5,7.95,87.0,217.0
Grandia,1999,Game Arts,0.25,89.0,6.6,14.0,77.0
Grandia II,2000,Game Arts,0.49,80.5,8.7,36.0,88.0
Grandia III,2005,Game Arts,0.49,77.0,8.3,38.0,53.0
Grandia Xtreme,2002,Game Arts,0.39,68.0,6.5,16.0,15.0
Gravity Falls: Legend of the Gnome Gemulets,2015,Ubisoft Osaka,0.03,46.0,5.8,4.0,10.0
Gravity Games Bike: Street Vert Dirt,2002,Midway,0.09999999999999999,24.0,4.1,12.0,27.0
Gravity Rush,2012,SCE Japan Studio,0.5499999999999999,83.0,8.5,73.0,625.0
Gravity Rush Remastered,2015,Bluepoint Games,0.12000000000000001,80.0,8.2,62.0,153.0
Gray Matter,2011,Wizarbox,0.08,72.0,7.7,27.0,80.0
Green Day: Rock Band,2010,Harmonix Music Systems,1.17,75.66666666666667,7.233333333333333,107.0,67.0
Green Lantern: Rise of the Manhunters,2011,Double Helix Games,0.41000000000000003,54.0,5.933333333333334,35.0,47.0
Greg Hastings' Tournament Paintball,2004,WXP,0.54,74.0,9.2,11.0,42.0
Greg Hastings' Tournament Paintball Max'd,2006,Activision Value,0.04,54.5,8.3,12.0,42.0
Gretzky NHL,2005,Page 44 Studios,0.11,61.0,7.4,23.0,10.0
Gretzky NHL 06,2005,Page 44 Studios,0.14,65.0,6.8,22.0,4.0
Gretzky NHL 2005,2004,Page 44 Studios,0.17,66.0,9.1,24.0,14.0
Grey's Anatomy: The Video Game,2009,Longtail Studios,0.02,36.0,3.9,4.0,20.0
GrimGrimoire,2007,Vanilla Ware,0.05,79.0,7.9,39.0,17.0
GripShift,2005,Sidhe Interactive,0.09,70.0,8.7,37.0,22.0
Grooverider: Slot Car Thunder,2003,King of the Jungle,0.01,45.0,7.3,9.0,8.0
Groovin' Blocks,2009,Empty Clip Studios,0.01,75.0,8.5,13.0,6.0
Group S Challenge,2003,Capcom,0.02,57.0,6.0,17.0,5.0
Growlanser Generations,2003,Career Soft,0.11,81.0,7.7,19.0,19.0
Growlanser: Heritage of War,2006,Career Soft,0.22,60.0,7.9,7.0,9.0
Guild Wars,2005,ArenaNet,0.03,89.0,8.4,53.0,455.0
Guild Wars 2,2012,ArenaNet,2.3000000000000003,90.0,7.9,69.0,2954.0
Guild Wars: Factions,2006,ArenaNet,0.01,84.0,8.5,39.0,128.0
Guild Wars: Nightfall,2006,ArenaNet,0.02,84.0,8.7,30.0,104.0
Guilty Gear Dust Strikers,2006,Arc System Works,0.05,60.0,5.8,25.0,9.0
Guilty Gear Isuka,2004,Arc System Works,0.09999999999999999,73.0,7.5,39.0,13.0
Guilty Gear Judgment,2006,Arc System Works,0.16,77.0,6.6,17.0,8.0
Guilty Gear X,2001,Arc System Works,0.13,79.0,7.8,15.0,16.0
Guilty Gear X2,2002,Arc System Works,0.34,87.0,8.7,31.0,34.0
Guilty Gear X2 #Reload,2004,Arc System Works,0.15000000000000002,86.0,7.6,34.0,12.0
Guilty Gear X: Advance Edition,2002,Arc System Works,0.06,67.0,5.9,14.0,10.0
Guilty Gear XX Accent Core,2007,Arc System Works,0.07,76.0,8.350000000000001,24.0,35.0
Guilty Gear XX Accent Core Plus,2009,Arc System Works,0.03,76.0,7.3,10.0,9.0
Guinness World Records: The Videogame,2008,TT Fusion,1.04,67.0,7.0,12.0,8.0
Guitar Hero,2005,Harmonix Music Systems,2.3799999999999994,91.0,8.7,65.0,173.0
Guitar Hero 5,2009,BudCat,4.890000000000001,82.75,5.5,152.0,254.0
Guitar Hero Encore: Rocks The 80s,2007,Harmonix Music Systems,1.11,69.0,6.3,50.0,31.0
Guitar Hero II,2006,Harmonix Music Systems,7.32,92.0,8.3,124.0,332.0
Guitar Hero III: Legends of Rock,2007,Aspyr,16.37,83.0,7.9,189.0,413.0
Guitar Hero Live,2015,"Activision, FreeStyleGames",1.6,81.66666666666667,5.8,94.0,265.0
Guitar Hero On Tour: Modern Hits,2009,Activision,0.37,70.0,6.3,30.0,7.0
Guitar Hero: Aerosmith,2008,BudCat,4.28,71.0,6.3,125.0,108.0
Guitar Hero: Metallica,2009,Neversoft Entertainment,2.34,85.0,8.233333333333333,126.0,144.0
Guitar Hero: On Tour,2008,Vicarious Visions,3.47,71.0,8.8,70.0,29.0
Guitar Hero: On Tour Decades,2008,Vicarious Visions,1.5699999999999998,72.0,8.0,40.0,5.0
Guitar Hero: Smash Hits,2009,Beenox,1.58,71.75,7.275,113.0,39.0
Guitar Hero: Van Halen,2009,Neversoft Entertainment,0.8400000000000001,55.333333333333336,5.233333333333333,79.0,32.0
Guitar Hero: Warriors of Rock,2010,Neversoft Entertainment,2.62,74.33333333333333,7.033333333333334,137.0,98.0
Guitar Hero: World Tour,2008,Neversoft Entertainment,8.2,85.0,7.133333333333333,128.0,322.0
Gun,2005,Neversoft Entertainment,1.88,77.66666666666667,8.366666666666665,125.0,107.0
Gun Metal,2002,Rage Software,0.1,63.0,7.6,17.0,8.0
Gun Showdown,2006,"Rebellion, Neversoft Entertainment",0.060000000000000005,73.0,7.6,41.0,9.0
Gundam Battle Assault,1998,Natsume,0.24,61.0,7.8,4.0,4.0
Gungrave,2002,Seta Corporation,0.18,65.0,8.6,28.0,16.0
Gungrave: Overdose,2004,Seta Corporation,0.14,68.0,8.7,50.0,12.0
Gunstar Super Heroes,2005,Treasure,0.07,83.0,8.5,31.0,13.0
Gunvalkyrie,2002,Smilebit,0.18000000000000002,73.0,7.3,28.0,10.0
HBO Boxing,2000,Osiris Studios,0.21000000000000002,26.0,4.0,7.0,5.0
HSX HyperSonic.Xtreme,2002,Blade Interactive,0.52,53.0,8.4,17.0,8.0
Hail to the Chimp,2008,Wideload Games Inc.,0.1,51.5,5.3,42.0,11.0
Hakuoki: Demon of the Fleeting Blossom,2009,Idea Factory,0.09,79.0,8.3,4.0,30.0
Half-Life,1997,Gearbox Software,4.72,91.5,8.85,48.0,3255.0
Half-Life 2,2004,Valve Software,2.9899999999999998,93.0,8.85,116.0,8780.0
Half-Minute Hero,2009,Opus,0.17,84.0,7.8,41.0,38.0
Halo 2,2004,Bungie Software,8.57,83.5,6.8999999999999995,123.0,1434.0
Halo 2 Multiplayer Map Pack,2005,Bungie Software,0.6900000000000001,89.0,7.4,37.0,34.0
Halo 3,2007,"Bungie Software, Bungie",12.120000000000001,94.0,7.8,86.0,4100.0
Halo 3: ODST,2009,"Bungie Software, Bungie",6.35,83.0,7.1,94.0,1163.0
Halo 4,2012,343 Industries,9.709999999999999,87.0,7.0,87.0,3260.0
Halo 5: Guardians,2015,343 Industries,4.49,84.0,6.4,101.0,2438.0
Halo Wars,2009,Ensemble Studios,2.62,82.0,7.2,92.0,454.0
Halo: Combat Evolved,2001,Bungie Software,6.470000000000001,90.0,8.0,108.0,1679.0
Halo: Combat Evolved Anniversary,2011,343 Industries,2.4,82.0,8.1,73.0,487.0
Halo: Reach,2010,Bungie,9.86,91.0,7.9,99.0,2045.0
Halo: The Master Chief Collection,2014,343 Industries,3.23,85.0,7.2,69.0,1267.0
Hammerin' Hero,2008,Irem,0.06999999999999999,73.0,7.3,19.0,8.0
Hamtaro: Ham-Ham Games,2004,Alphadream Corporation,0.22,77.0,7.8,20.0,6.0
Hamtaro: Ham-Ham Heartbreak,2002,Pax Softonica,0.37,72.0,9.3,7.0,18.0
Hannah Montana: The Movie,2009,n-Space,0.21,25.0,3.8,4.0,48.0
Happy Feet,2006,Artificial Mind and Movement,0.13,46.0,6.7,11.0,16.0
Harry Potter and the Chamber of Secrets,2002,Electronic Arts,5.65,75.6,7.880000000000001,62.0,195.0
Harry Potter and the Deathly Hallows - Part 1,2010,EA Bright Light,1.9100000000000001,42.0,4.58,88.0,117.0
Harry Potter and the Deathly Hallows - Part 2,2011,EA Bright Light,0.98,44.666666666666664,5.8999999999999995,58.0,56.0
Harry Potter and the Goblet of Fire,2005,Electronic Arts,2.33,69.0,6.366666666666667,112.0,101.0
Harry Potter and the Half-Blood Prince,2009,EA Bright Light,2.02,60.4,6.06,131.0,78.0
Harry Potter and the Order of the Phoenix,2007,EA Games,2.5,61.57142857142857,6.885714285714286,161.0,174.0
Harry Potter and the Prisoner of Azkaban,2004,EA Games,2.14,68.0,8.02,104.0,109.0
Harry Potter and the Sorcerer's Stone,2001,Argonaut Games,5.920000000000001,61.666666666666664,7.383333333333333,66.0,156.0
Harry Potter: Quidditch World Cup,2003,Electronic Arts,1.87,64.5,7.725,57.0,50.0
Harvest Moon 3D: A New Beginning,2012,Marvelous AQL,0.9299999999999999,74.0,8.2,21.0,62.0
Harvest Moon DS: Island of Happiness,2007,TOSE,0.73,65.0,7.0,15.0,22.0
Harvest Moon: A Wonderful Life,2003,Marvelous,0.79,79.0,8.9,28.0,148.0
Harvest Moon: Animal Parade,2008,Natsume,0.73,76.0,8.9,10.0,20.0
Harvest Moon: Another Wonderful Life,2004,Marvelous,0.25,70.0,9.2,12.0,60.0
Harvest Moon: Back to Nature,1999,Victor Interactive Software,0.32,82.0,9.3,6.0,78.0
Harvest Moon: Frantic Farming,2009,Natsume,0.09,72.0,6.8,7.0,6.0
Harvest Moon: Friends of Mineral Town,2003,TOSE,0.5900000000000001,81.0,9.6,25.0,116.0
Harvest Moon: Hero of Leaf Valley,2009,Marvelous Entertainment,0.15000000000000002,74.0,7.9,6.0,12.0
Harvest Moon: Magical Melody,2005,Marvelous,0.53,76.0,8.850000000000001,28.0,61.0
Harvest Moon: More Friends of Mineral Town,2003,TOSE,0.19,82.0,9.2,8.0,40.0
Harvest Moon: The Tale of Two Towns,2010,Marvelous Entertainment,0.55,68.0,7.5,6.0,13.0
Harvest Moon: Tree of Tranquility,2007,Marvelous Entertainment,0.81,65.0,8.2,18.0,28.0
Harvey Birdman: Attorney at Law,2008,High Voltage Software,0.19,61.0,7.9,47.0,13.0
Hasbro Family Game Night,2008,EA Bright Light,1.42,63.0,7.5,12.0,11.0
Hasbro Family Game Night 2,2009,Electronic Arts,1.35,63.0,6.3,16.0,6.0
Hatsune Miku: Project Diva F 2nd,2014,Sega,0.5800000000000001,79.5,8.5,23.0,118.0
Hatsune Miku: Project Diva X,2016,Sega,0.15,80.5,7.7,27.0,63.0
Hatsune Miku: Project Diva f,2012,Sega,0.52,77.0,8.2,20.0,198.0
Hatsune Miku: Project Mirai DX,2015,Sega,0.32000000000000006,80.0,8.5,32.0,71.0
Haunting Ground,2005,Capcom,0.06999999999999999,67.0,8.8,33.0,44.0
Haze,2008,Free Radical Design,0.9900000000000001,55.0,6.5,65.0,294.0
Headhunter,2002,Amuze,0.38999999999999996,74.0,7.8,24.0,19.0
Headhunter: Redemption,2004,Amuze,0.05,60.5,6.75,55.0,11.0
Hearts of Iron III,2009,Paradox Development Studio,0.06999999999999999,77.0,7.1,23.0,233.0
Heatseeker,2007,IR Gurus,0.09,62.0,6.2,25.0,32.0
Heavenly Sword,2007,Ninja Theory,1.6400000000000001,79.0,8.3,64.0,544.0
Heavy Fire: Afghanistan,2011,Teyon,0.19,39.0,3.3,5.0,16.0
Heavy Rain,2010,Quantic Dream,3.0300000000000002,87.0,7.7,107.0,2759.0
Hellboy: The Science of Evil,2008,Krome Studios,0.32,44.333333333333336,6.3,68.0,32.0
Hellgate: London,2007,Flagship Studios,0.02,70.0,6.3,40.0,374.0
Hello Kitty: Roller Rescue,2005,Xpec,0.08,64.0,6.8,14.0,6.0
Help Wanted: 50 Wacky Jobs,2008,Hudson Soft,0.09999999999999999,65.0,7.0,12.0,5.0
Henry Hatsworth in the Puzzling Adventure,2009,EA Tiburon,0.09,82.0,8.0,46.0,38.0
Herbie: Fully Loaded,2005,Buena Vista Interactive,0.33999999999999997,47.0,6.8,9.0,4.0
Herdy Gerdy,2002,Core Design Ltd.,0.22,69.0,5.0,24.0,12.0
Here They Lie,2016,The Tangentlemen,0.02,62.0,6.5,31.0,36.0
Heroes of Might and Magic V,2006,Nival Interactive,0.04,77.0,7.9,41.0,349.0
Heroes of Ruin,2012,n-Space,0.22,69.0,7.4,53.0,50.0
Heroes of the Pacific,2005,IR Gurus,0.44,76.0,7.766666666666667,82.0,39.0
Heroes over Europe,2009,"Atari, Transmission Games, Atari SA",0.29,62.0,7.55,73.0,25.0
Hexyz Force,2009,Sting,0.14,68.0,7.3,13.0,21.0
Hidden Invasion,2001,Toka,0.08,39.0,5.8,4.0,4.0
High Heat Major League Baseball 2003,2002,3DO,0.37,84.0,7.9,23.0,7.0
High Heat Major League Baseball 2004,2003,3DO,0.45,83.0,8.25,31.0,20.0
High Velocity Bowling,2010,SCEA,0.14,66.0,8.1,14.0,23.0
Hitman 2: Silent Assassin,2002,Io Interactive,3.09,84.0,6.65,36.0,86.0
Hitman: Absolution,2012,Io Interactive,4.130000000000001,80.33333333333333,7.2,107.0,2291.0
Hitman: Blood Money,2006,Io Interactive,1.08,82.0,8.75,151.0,766.0
Hitman: Contracts,2004,Io Interactive,1.14,79.0,8.55,83.0,58.0
Hitman: HD Trilogy,2013,Io Interactive,0.37,70.0,7.4,34.0,91.0
Hogs of War,2000,Infogrames Sheffield,0.02,62.0,8.8,10.0,31.0
Homefront,2011,Digital Extremes,2.5900000000000003,70.0,5.733333333333333,181.0,1104.0
Homefront: The Revolution,2016,Deep Silver Dambuster Studios,0.52,50.333333333333336,3.7999999999999994,103.0,602.0
Hometown Story,2013,TOYBOX,0.42999999999999994,47.0,6.0,14.0,24.0
Homeworld,1998,Relic,0.02,93.0,9.0,20.0,326.0
Homeworld 2,2003,Relic,0.03,83.0,8.3,31.0,128.0
Homie Rollerz,2008,Webfoot Technologies,0.08,23.0,2.4,9.0,12.0
Hoshigami: Ruining Blue Earth,2001,Max Five,0.05,62.0,8.7,9.0,26.0
Hoshigami: Ruining Blue Earth Remix,2007,Barnhouse Effect,0.01,55.0,7.9,13.0,11.0
Hospital Tycoon,2007,Big Red Software,0.01,51.0,3.8,8.0,29.0
Hot Pixel,2007,zSlide,0.03,55.0,6.5,35.0,6.0
Hot Shots Golf 3,2001,Clap Hanz,2.89,85.0,8.9,30.0,16.0
Hot Shots Golf: Open Tee,2004,Clap Hanz,1.96,81.0,8.7,57.0,34.0
Hot Shots Golf: Open Tee 2,2007,Clap Hanz,0.68,82.0,8.6,42.0,12.0
Hot Shots Golf: Out of Bounds,2007,Clap Hanz,1.1400000000000001,81.0,8.8,66.0,32.0
Hot Shots Golf: World Invitational,2011,Clap Hanz,0.56,76.0,8.1,55.0,77.0
Hot Shots Tennis,2006,Clap Hanz,0.9000000000000001,70.0,8.1,44.0,8.0
Hot Shots Tennis: Get a Grip,2010,Clap Hanz,0.21000000000000002,80.0,8.0,27.0,17.0
Hot Wheels Velocity X,2002,Beyond Games,0.5800000000000001,54.5,6.75,11.0,21.0
Hot Wheels World Race,2003,Climax Group,0.58,57.0,7.35,10.0,14.0
Hot Wheels: Stunt Track Challenge,2004,Climax Group,0.7,62.5,7.15,19.0,13.0
Hotel Dusk: Room 215,2007,Cing,0.55,78.0,8.6,57.0,102.0
Hotel Giant 2,2008,Enlight Software,0.03,58.0,2.5,7.0,19.0
Hour of Victory,2007,Nfusion,0.12,37.0,3.0,33.0,40.0
How to Train Your Dragon,2010,Etranges Libellules,0.73,56.0,7.2,52.0,20.0
How to Train Your Dragon 2,2014,Torus Games,0.09,47.0,4.9,4.0,7.0
Hulk,2003,Radical Entertainment,1.5999999999999999,70.33333333333333,7.800000000000001,79.0,38.0
Hulk Hogan's Main Event,2011,Panic Button,0.13,26.0,2.2,4.0,20.0
Hummer Badlands,2006,Eutechnyx,0.01,44.0,6.0,7.0,5.0
Hunted: The Demon's Forge,2011,InXile Entertainment,0.5,59.666666666666664,6.266666666666667,114.0,313.0
Hunter: The Reckoning,2002,High Voltage Software,0.4700000000000001,74.5,8.25,41.0,27.0
Hunter: The Reckoning  Wayward,2003,High Voltage Software,0.43,68.0,8.8,27.0,16.0
Hunter: The Reckoning Redeemer,2003,High Voltage Software,0.18000000000000002,72.0,8.6,26.0,5.0
Hyperdevotion Noire: Goddess Black Heart,2014,Sting,0.13,68.0,7.1,24.0,36.0
Hyperdimension Neptunia,2010,"Idea Factory, Compile Heart",0.42,45.0,7.0,31.0,148.0
Hyperdimension Neptunia U: Action Unleashed,2014,Tamsoft,0.11,71.0,6.8,20.0,44.0
Hyperdimension Neptunia Victory,2012,"Idea Factory, Compile Heart",0.16,55.0,7.8,19.0,94.0
Hyrule Warriors,2014,Omega Force,1.23,76.0,8.3,81.0,662.0
I-Ninja,2003,Argonaut Games,0.5499999999999999,75.0,8.1,75.0,38.0
ICO,2001,SCE Japan Studio,0.47000000000000003,90.0,8.8,59.0,328.0
IHRA Drag Racing 2004,2003,Bethesda Softworks,0.2,40.0,7.4,5.0,7.0
IL-2 Sturmovik,2001,"1C, 1C Company",0.01,91.0,8.8,12.0,130.0
IL-2 Sturmovik: 1946,2006,1C: Maddox Games,0.05,86.0,8.8,9.0,115.0
IL-2 Sturmovik: Birds of Prey,2009,DiP Interactive,1.26,67.33333333333333,6.033333333333334,75.0,43.0
IL-2 Sturmovik: Cliffs of Dover,2011,1C: Maddox Games,0.05,60.0,7.1,13.0,114.0
IL-2 Sturmovik: Forgotten Battles,2003,"1C, 1C Company",0.02,86.0,8.6,12.0,38.0
ISS Pro Evolution,1998,KCET,0.76,94.0,8.7,4.0,40.0
Ice Age 2: The Meltdown,2006,Eurocom Entertainment Software,0.47,67.0,7.9,28.0,11.0
Ice Age: Dawn of the Dinosaurs,2009,Activision,0.5800000000000001,70.0,7.7,63.0,19.0
Icewind Dale II,2002,Black Isle Studios,0.01,83.0,8.3,22.0,147.0
Ikaruga,2003,Treasure,0.09000000000000001,85.0,8.5,52.0,42.0
Imperial Glory,2005,Pyro Studios,0.04,69.0,8.4,28.0,73.0
Imperium Romanum,2008,Haemimont,0.01,63.0,7.5,19.0,24.0
Impossible Creatures,2002,Relic,0.01,72.0,8.0,30.0,39.0
Impossible Mission,2007,System 3,0.12,61.0,4.8,8.0,6.0
In The Groove,2005,Roxor Games,0.08,72.0,9.0,14.0,13.0
Incredible Crisis,1999,Polygon Magic,0.08,80.0,7.5,11.0,11.0
Indiana Jones and the Emperor's Tomb,2003,Double Helix Games,0.19000000000000003,73.0,8.6,43.0,17.0
Indiana Jones and the Staff of Kings,2009,Amaze,1.5,55.75,7.275,51.0,69.0
Indianapolis 500 Legends,2007,Torus Games,0.13,47.0,6.7,10.0,7.0
Indigo Prophecy,2005,Quantic Dream,0.27,84.0,7.933333333333334,139.0,518.0
IndyCar Series,2003,Codemasters,0.05,71.0,7.8,8.0,5.0
Infamous: First Light,2014,Sucker Punch,0.03,73.0,7.5,70.0,580.0
Infected,2005,Planet Moon Studios,0.15000000000000002,74.0,8.3,49.0,30.0
Infernal: Hell's Vengeance,2009,Metropolis Software,0.07999999999999999,35.0,5.3,23.0,10.0
Infinite Space,2009,PlatinumGames,0.19,75.0,9.0,46.0,61.0
Infinite Undiscovery,2008,Tri-Ace,0.7,68.0,7.0,60.0,158.0
Injustice: Gods Among Us,2013,NetherRealm Studios,2.7600000000000002,80.33333333333333,7.900000000000001,105.0,756.0
Inkheart,2009,Dreamcatcher,0.02,39.0,2.2,8.0,5.0
Innocent Life: A Futuristic Harvest Moon,2006,ArtePiazza,0.16,67.0,7.8,22.0,23.0
Insecticide,2008,Creat Studios,0.06,55.0,7.0,23.0,5.0
InuYasha: A Feudal Fairy Tale,2002,Dimps Corporation,0.11,69.0,9.0,5.0,74.0
InuYasha: Feudal Combat,2005,Eighting,0.26,52.0,8.3,14.0,21.0
InuYasha: Secret of the Divine Jewel,2007,Art,0.09999999999999999,46.0,7.6,13.0,17.0
InuYasha: The Secret of the Cursed Mask,2004,Kamui,0.44,51.0,8.1,7.0,28.0
Inversion,2012,Saber Interactive,0.13,54.5,5.95,74.0,115.0
Invizimals,2009,Novarama,0.78,69.0,7.3,32.0,19.0
Invizimals: The Alliance,2013,Novarama,0.08,69.0,6.8,16.0,10.0
Invizimals: The Lost Kingdom,2013,Magenta Software,0.02,50.0,5.0,16.0,14.0
Iron Man,2008,Artificial Mind and Movement,3.54,46.333333333333336,6.366666666666667,109.0,140.0
Iron Man 2,2010,High Voltage Software,0.99,41.0,5.233333333333333,74.0,102.0
Iron Phoenix,2005,InterServ International,0.02,58.0,6.5,11.0,4.0
Ivy the Kiwi?,2010,Prope,0.1,71.5,6.75,50.0,16.0
Izuna 2: The Unemployed Ninja Returns,2007,Ninja Studio,0.05,65.0,7.9,18.0,13.0
J Stars Victory Vs.,2014,Bandai Namco Games,0.21000000000000002,74.0,7.9,5.0,29.0
JASF: Jane's Advanced Strike Fighters,2011,Trickstar Games,0.22999999999999998,44.666666666666664,3.5666666666666664,16.0,29.0
JSRF: Jet Set Radio Future,2002,Smilebit,0.21000000000000002,88.0,8.2,36.0,102.0
JU-ON: The Grudge,2009,FeelPlus,0.09999999999999999,39.0,5.6,32.0,34.0
Jack Keane,2008,Legacy Interactive,0.02,69.0,7.0,25.0,21.0
Jackass the Game,2007,Sidhe Interactive,0.51,58.0,6.8,45.0,26.0
Jade Cocoon 2,2001,Genki,0.09999999999999999,76.0,7.8,16.0,22.0
Jade Empire,2005,BioWare,0.7,89.0,8.6,84.0,113.0
Jak 3,2004,Naughty Dog,1.85,84.0,8.6,55.0,246.0
Jak II,2003,Naughty Dog,2.78,87.0,8.2,47.0,241.0
Jak X: Combat Racing,2005,Naughty Dog,0.54,76.0,7.7,46.0,63.0
