,name,critic_score,critic_count,user_score,user_count
0,Wii Sports,76.0,51.0,8,322.0
2,Mario Kart Wii,82.0,73.0,8.3,709.0
3,Wii Sports Resort,80.0,73.0,8,192.0
7,New Super Mario Bros.,89.0,65.0,8.5,431.0
8,Wii Play,58.0,41.0,6.6,129.0
9,New Super Mario Bros. Wii,87.0,80.0,8.4,594.0
12,Mario Kart DS,91.0,64.0,8.6,464.0
14,Wii Fit,80.0,63.0,7.7,146.0
15,Kinect Adventures!,61.0,45.0,6.3,106.0
16,Wii Fit Plus,80.0,33.0,7.4,52.0
17,Grand Theft Auto V,97.0,50.0,8.2,3994.0
18,Grand Theft Auto V,97.0,50.0,8.2,3994.0
19,Grand Theft Auto V,97.0,50.0,8.2,3994.0
20,Grand Theft Auto V,97.0,50.0,8.2,3994.0
21,Grand Theft Auto V,97.0,50.0,8.2,3994.0
22,Grand Theft Auto: San Andreas,95.0,80.0,9,1588.0
23,Grand Theft Auto: San Andreas,95.0,80.0,9,1588.0
24,Grand Theft Auto: San Andreas,95.0,80.0,9,1588.0
30,Grand Theft Auto V,97.0,58.0,8.1,3711.0
31,Grand Theft Auto V,97.0,58.0,8.1,3711.0
32,Grand Theft Auto V,97.0,58.0,8.1,3711.0
33,Grand Theft Auto V,97.0,58.0,8.1,3711.0
34,Grand Theft Auto V,97.0,58.0,8.1,3711.0
35,Grand Theft Auto: Vice City,95.0,62.0,8.7,730.0
36,Grand Theft Auto: Vice City,95.0,62.0,8.7,730.0
38,Brain Age 2: More Training in Minutes a Day,77.0,37.0,7.1,19.0
40,Gran Turismo 3: A-Spec,95.0,54.0,8.4,314.0
41,Call of Duty: Modern Warfare 3,88.0,81.0,3.4,8713.0
42,Call of Duty: Modern Warfare 3,88.0,81.0,3.4,8713.0
43,Call of Duty: Modern Warfare 3,88.0,81.0,3.4,8713.0
44,Call of Duty: Modern Warfare 3,88.0,81.0,3.4,8713.0
47,Call of Duty: Black Ops,87.0,89.0,6.3,1454.0
48,Call of Duty: Black Ops,87.0,89.0,6.3,1454.0
49,Call of Duty: Black Ops,87.0,89.0,6.3,1454.0
50,Call of Duty: Black Ops,87.0,89.0,6.3,1454.0
51,Call of Duty: Black Ops,87.0,89.0,6.3,1454.0
53,Call of Duty: Black Ops II,83.0,21.0,5.3,922.0
54,Call of Duty: Black Ops II,83.0,21.0,5.3,922.0
55,Call of Duty: Black Ops II,83.0,21.0,5.3,922.0
56,Call of Duty: Black Ops II,83.0,21.0,5.3,922.0
57,Call of Duty: Black Ops II,83.0,73.0,4.8,2256.0
58,Call of Duty: Black Ops II,83.0,73.0,4.8,2256.0
59,Call of Duty: Black Ops II,83.0,73.0,4.8,2256.0
60,Call of Duty: Black Ops II,83.0,73.0,4.8,2256.0
61,Call of Duty: Modern Warfare 2,94.0,100.0,6.3,2698.0
62,Call of Duty: Modern Warfare 2,94.0,100.0,6.3,2698.0
63,Call of Duty: Modern Warfare 2,94.0,100.0,6.3,2698.0
64,Call of Duty: Modern Warfare 3,88.0,39.0,3.2,5234.0
65,Call of Duty: Modern Warfare 3,88.0,39.0,3.2,5234.0
66,Call of Duty: Modern Warfare 3,88.0,39.0,3.2,5234.0
67,Call of Duty: Modern Warfare 3,88.0,39.0,3.2,5234.0
68,Grand Theft Auto III,97.0,56.0,8.5,664.0
69,Grand Theft Auto III,97.0,56.0,8.5,664.0
70,Super Smash Bros. Brawl,93.0,81.0,8.9,1662.0
71,Mario Kart 7,85.0,73.0,8.2,632.0
72,Call of Duty: Black Ops,88.0,58.0,6.4,1094.0
73,Call of Duty: Black Ops,88.0,58.0,6.4,1094.0
74,Call of Duty: Black Ops,88.0,58.0,6.4,1094.0
75,Call of Duty: Black Ops,88.0,58.0,6.4,1094.0
76,Call of Duty: Black Ops,88.0,58.0,6.4,1094.0
77,Grand Theft Auto V,97.0,66.0,8.3,2899.0
78,Grand Theft Auto V,97.0,66.0,8.3,2899.0
79,Grand Theft Auto V,97.0,66.0,8.3,2899.0
80,Grand Theft Auto V,97.0,66.0,8.3,2899.0
81,Grand Theft Auto V,97.0,66.0,8.3,2899.0
82,Animal Crossing: Wild World,86.0,57.0,8.7,242.0
83,Halo 3,94.0,86.0,7.8,4100.0
87,Gran Turismo 4,89.0,74.0,8.5,272.0
88,Super Mario Galaxy,97.0,73.0,8.9,2147.0
90,Grand Theft Auto IV,98.0,86.0,7.9,2951.0
91,Grand Theft Auto IV,98.0,86.0,7.9,2951.0
92,Grand Theft Auto IV,98.0,86.0,7.9,2951.0
93,Gran Turismo,96.0,16.0,8.7,138.0
94,Super Mario 3D Land,90.0,82.0,8.4,921.0
95,Gran Turismo 5,84.0,82.0,7.5,1112.0
96,Call of Duty: Modern Warfare 2,94.0,67.0,6.3,2073.0
97,Call of Duty: Modern Warfare 2,94.0,67.0,6.3,2073.0
98,Call of Duty: Modern Warfare 2,94.0,67.0,6.3,2073.0
100,Grand Theft Auto IV,98.0,64.0,7.5,2833.0
101,Grand Theft Auto IV,98.0,64.0,7.5,2833.0
102,Grand Theft Auto IV,98.0,64.0,7.5,2833.0
105,Call of Duty: Ghosts,73.0,29.0,2.6,2117.0
106,Call of Duty: Ghosts,73.0,29.0,2.6,2117.0
107,Call of Duty: Ghosts,73.0,29.0,2.6,2117.0
108,Call of Duty: Ghosts,73.0,29.0,2.6,2117.0
109,Call of Duty: Ghosts,73.0,29.0,2.6,2117.0
110,Just Dance 3,74.0,15.0,7.8,16.0
111,Just Dance 3,74.0,15.0,7.8,16.0
112,New Super Mario Bros. 2,78.0,70.0,7.2,424.0
114,Halo: Reach,91.0,99.0,7.9,2045.0
115,Final Fantasy VII,92.0,20.0,9.2,1282.0
116,Final Fantasy VII,92.0,20.0,9.2,1282.0
117,Halo 4,87.0,87.0,7,3260.0
118,Gran Turismo 2,93.0,23.0,9,135.0
119,Just Dance 2,74.0,24.0,7.3,24.0
120,Call of Duty: Ghosts,71.0,10.0,2.6,1047.0
121,Call of Duty: Ghosts,71.0,10.0,2.6,1047.0
122,Call of Duty: Ghosts,71.0,10.0,2.6,1047.0
123,Call of Duty: Ghosts,71.0,10.0,2.6,1047.0
124,Call of Duty: Ghosts,71.0,10.0,2.6,1047.0
125,Call of Duty 4: Modern Warfare,94.0,70.0,8.4,1320.0
126,Call of Duty 4: Modern Warfare,94.0,70.0,8.4,1320.0
127,Call of Duty 4: Modern Warfare,94.0,70.0,8.4,1320.0
128,Call of Duty 4: Modern Warfare,94.0,70.0,8.4,1320.0
132,Animal Crossing: New Leaf,88.0,70.0,8.7,626.0
133,Mario Party DS,72.0,27.0,7.8,85.0
134,The Elder Scrolls V: Skyrim,96.0,89.0,8.4,3589.0
135,The Elder Scrolls V: Skyrim,96.0,89.0,8.4,3589.0
136,The Elder Scrolls V: Skyrim,96.0,89.0,8.4,3589.0
137,The Elder Scrolls V: Skyrim,96.0,89.0,8.4,3589.0
139,FIFA 16,82.0,42.0,4.3,896.0
140,FIFA 16,82.0,42.0,4.3,896.0
141,FIFA 16,82.0,42.0,4.3,896.0
142,Halo 2,95.0,91.0,8.2,1218.0
143,Halo 2,95.0,91.0,8.2,1218.0
144,Wii Party,68.0,42.0,7.4,54.0
145,Mario Party 8,62.0,41.0,6.3,190.0
146,FIFA Soccer 13,88.0,37.0,6.6,348.0
147,FIFA Soccer 13,88.0,37.0,6.6,348.0
148,FIFA Soccer 13,88.0,37.0,6.6,348.0
149,FIFA Soccer 13,88.0,37.0,6.6,348.0
150,FIFA Soccer 13,88.0,37.0,6.6,348.0
155,Final Fantasy X,92.0,53.0,8.7,1056.0
156,The Sims 3,86.0,75.0,7.6,886.0
157,The Sims 3,86.0,75.0,7.6,886.0
158,The Sims 3,86.0,75.0,7.6,886.0
159,The Sims 3,86.0,75.0,7.6,886.0
160,The Sims 3,86.0,75.0,7.6,886.0
164,Final Fantasy VIII,90.0,24.0,8.6,644.0
167,Grand Theft Auto: Liberty City Stories,88.0,65.0,7.6,451.0
168,Grand Theft Auto: Liberty City Stories,88.0,65.0,7.6,451.0
169,Call of Duty: Advanced Warfare,83.0,39.0,5.7,1443.0
170,Call of Duty: Advanced Warfare,83.0,39.0,5.7,1443.0
171,Call of Duty: Advanced Warfare,83.0,39.0,5.7,1443.0
173,FIFA 17,85.0,41.0,5,398.0
174,FIFA 17,85.0,41.0,5,398.0
175,FIFA 17,85.0,41.0,5,398.0
178,Super Mario Galaxy 2,97.0,87.0,9.1,1854.0
181,Call of Duty: World at War,84.0,84.0,7.6,580.0
182,Call of Duty: World at War,84.0,84.0,7.6,580.0
183,Call of Duty: World at War,84.0,84.0,7.6,580.0
184,Call of Duty: World at War,84.0,84.0,7.6,580.0
185,Call of Duty: World at War,84.0,84.0,7.6,580.0
186,Battlefield 3,84.0,57.0,7.4,2142.0
187,Battlefield 3,84.0,57.0,7.4,2142.0
188,Battlefield 3,84.0,57.0,7.4,2142.0
189,Need for Speed Underground,85.0,33.0,8.6,171.0
190,Need for Speed Underground,85.0,33.0,8.6,171.0
191,Need for Speed Underground,85.0,33.0,8.6,171.0
192,Need for Speed Underground,85.0,33.0,8.6,171.0
193,Just Dance,49.0,21.0,8,110.0
194,Battlefield 3,85.0,38.0,7.5,1761.0
195,Battlefield 3,85.0,38.0,7.5,1761.0
196,Battlefield 3,85.0,38.0,7.5,1761.0
197,Fallout 4,87.0,58.0,6.5,4228.0
198,Fallout 4,87.0,58.0,6.5,4228.0
199,Fallout 4,87.0,58.0,6.5,4228.0
200,Tekken 3,96.0,15.0,9.1,367.0
201,The Legend of Zelda: Twilight Princess,95.0,73.0,9,1658.0
202,The Legend of Zelda: Twilight Princess,95.0,73.0,9,1658.0
204,Crash Bandicoot 3: Warped,91.0,12.0,8.9,432.0
205,Mario Kart 8,88.0,82.0,9.1,1599.0
206,Super Smash Bros. Melee,92.0,38.0,9.1,568.0
208,Need for Speed Underground 2,82.0,39.0,8.6,132.0
209,Need for Speed Underground 2,82.0,39.0,8.6,132.0
210,Need for Speed Underground 2,82.0,39.0,8.6,132.0
211,Need for Speed Underground 2,82.0,39.0,8.6,132.0
214,Just Dance 4,74.0,10.0,7.3,28.0
215,Just Dance 4,74.0,10.0,7.3,28.0
216,Just Dance 4,74.0,10.0,7.3,28.0
217,Gears of War 2,93.0,90.0,7.7,2739.0
218,Uncharted 3: Drake's Deception,92.0,97.0,8.3,3712.0
220,Call of Duty 4: Modern Warfare,94.0,44.0,8.4,993.0
221,Call of Duty 4: Modern Warfare,94.0,44.0,8.4,993.0
222,Call of Duty 4: Modern Warfare,94.0,44.0,8.4,993.0
223,Call of Duty 4: Modern Warfare,94.0,44.0,8.4,993.0
224,Uncharted 2: Among Thieves,96.0,105.0,8.8,5187.0
226,Big Brain Academy,74.0,45.0,7.4,27.0
228,Red Dead Redemption,95.0,73.0,8.8,2456.0
229,Red Dead Redemption,95.0,73.0,8.8,2456.0
230,FIFA 14,86.0,37.0,4.3,576.0
231,FIFA 14,86.0,37.0,4.3,576.0
232,FIFA 14,86.0,37.0,4.3,576.0
233,FIFA 14,86.0,37.0,4.3,576.0
234,Assassin's Creed III,85.0,41.0,6.9,1307.0
235,Assassin's Creed III,85.0,41.0,6.9,1307.0
236,Assassin's Creed III,85.0,41.0,6.9,1307.0
237,Assassin's Creed III,85.0,41.0,6.9,1307.0
238,Donkey Kong Country Returns,87.0,77.0,8.6,368.0
239,Halo: Combat Evolved,97.0,68.0,8.6,1283.0
240,Halo: Combat Evolved,97.0,68.0,8.6,1283.0
241,The Elder Scrolls V: Skyrim,92.0,16.0,6.4,2527.0
242,The Elder Scrolls V: Skyrim,92.0,16.0,6.4,2527.0
243,The Elder Scrolls V: Skyrim,92.0,16.0,6.4,2527.0
244,The Elder Scrolls V: Skyrim,92.0,16.0,6.4,2527.0
246,Kingdom Hearts,85.0,46.0,8.8,597.0
248,Halo 3: ODST,83.0,94.0,7.1,1163.0
249,Red Dead Redemption,95.0,96.0,9,2316.0
250,Red Dead Redemption,95.0,96.0,9,2316.0
251,Super Mario Sunshine,92.0,61.0,8.6,439.0
253,World of Warcraft,93.0,57.0,7.3,2182.0
254,Driver,87.0,22.0,8.1,78.0
255,Gears of War 3,91.0,96.0,7.8,1504.0
256,Kinect Sports,73.0,51.0,7.4,95.0
257,Gears of War,94.0,88.0,8.3,2295.0
258,Gears of War,94.0,88.0,8.3,2295.0
259,FIFA 15,82.0,47.0,5.7,988.0
260,FIFA 15,82.0,47.0,5.7,988.0
261,FIFA 15,82.0,47.0,5.7,988.0
262,Metal Gear Solid 2: Sons of Liberty,96.0,42.0,8.7,1026.0
264,Metal Gear Solid,94.0,20.0,9.4,918.0
265,Metal Gear Solid,94.0,20.0,9.4,918.0
266,Metal Gear Solid 4: Guns of the Patriots,94.0,82.0,8.7,3558.0
267,Final Fantasy XII,92.0,64.0,7.6,972.0
268,The Last of Us,95.0,98.0,9.1,8003.0
269,LittleBigPlanet,95.0,85.0,6.8,5311.0
270,LittleBigPlanet,95.0,85.0,6.8,5311.0
271,Resident Evil 2,89.0,13.0,9.2,364.0
272,Resident Evil 2,89.0,13.0,9.2,364.0
273,Resident Evil 2,89.0,13.0,9.2,364.0
274,Resident Evil 2,89.0,13.0,9.2,364.0
275,Resident Evil 2,89.0,13.0,9.2,364.0
276,Resident Evil 2,89.0,13.0,9.2,364.0
277,Resident Evil 2,89.0,13.0,9.2,364.0
278,Dragon Quest IX: Sentinels of the Starry Skies,87.0,65.0,8.8,197.0
279,Tekken 2,89.0,8.0,8.9,102.0
280,Destiny,76.0,95.0,6.1,5380.0
281,Destiny,76.0,95.0,6.1,5380.0
282,LEGO Star Wars: The Complete Saga,80.0,17.0,8.9,62.0
283,LEGO Star Wars: The Complete Saga,80.0,17.0,8.9,62.0
284,LEGO Star Wars: The Complete Saga,80.0,17.0,8.9,62.0
285,LEGO Star Wars: The Complete Saga,80.0,17.0,8.9,62.0
286,Cooking Mama,67.0,35.0,7.2,21.0
290,Assassin's Creed II,91.0,70.0,8.6,1202.0
291,Assassin's Creed II,91.0,70.0,8.6,1202.0
292,Assassin's Creed II,91.0,70.0,8.6,1202.0
293,Assassin's Creed,81.0,77.0,7.7,1074.0
294,Assassin's Creed,81.0,77.0,7.7,1074.0
295,Forza Motorsport 3,92.0,90.0,8,516.0
296,Super Mario Advance,84.0,19.0,7.8,41.0
297,Monster Hunter Freedom Unite,81.0,48.0,8.7,124.0
298,Batman: Arkham City,96.0,42.0,8.6,2162.0
299,Batman: Arkham City,96.0,42.0,8.6,2162.0
300,Batman: Arkham City,96.0,42.0,8.6,2162.0
301,Grand Theft Auto V,97.0,14.0,7.9,764.0
302,Grand Theft Auto V,97.0,14.0,7.9,764.0
303,Grand Theft Auto V,97.0,14.0,7.9,764.0
304,Grand Theft Auto V,97.0,14.0,7.9,764.0
305,Grand Theft Auto V,97.0,14.0,7.9,764.0
309,Crash Bandicoot: The Wrath of Cortex,66.0,22.0,7.1,156.0
310,Crash Bandicoot: The Wrath of Cortex,66.0,22.0,7.1,156.0
311,Crash Bandicoot: The Wrath of Cortex,66.0,22.0,7.1,156.0
312,Call of Duty: World at War,85.0,45.0,7.6,409.0
313,Call of Duty: World at War,85.0,45.0,7.6,409.0
314,Call of Duty: World at War,85.0,45.0,7.6,409.0
315,Call of Duty: World at War,85.0,45.0,7.6,409.0
316,Call of Duty: World at War,85.0,45.0,7.6,409.0
317,Uncharted 4: A Thief's End,93.0,113.0,7.9,7064.0
319,Final Fantasy XIII,83.0,83.0,7.3,2483.0
320,Final Fantasy XIII,83.0,83.0,7.3,2483.0
322,Final Fantasy IX,94.0,22.0,8.9,779.0
323,Final Fantasy IX,94.0,22.0,8.9,779.0
324,Final Fantasy IX,94.0,22.0,8.9,779.0
325,Final Fantasy IX,94.0,22.0,8.9,779.0
326,Assassin's Creed III,84.0,61.0,6.7,1196.0
327,Assassin's Creed III,84.0,61.0,6.7,1196.0
328,Assassin's Creed III,84.0,61.0,6.7,1196.0
329,Assassin's Creed III,84.0,61.0,6.7,1196.0
330,Final Fantasy X-2,85.0,45.0,6.6,400.0
332,Call of Duty: Advanced Warfare,81.0,53.0,5.4,898.0
333,Call of Duty: Advanced Warfare,81.0,53.0,5.4,898.0
334,Call of Duty: Advanced Warfare,81.0,53.0,5.4,898.0
337,Assassin's Creed II,90.0,82.0,8.8,1305.0
338,Assassin's Creed II,90.0,82.0,8.8,1305.0
339,Assassin's Creed II,90.0,82.0,8.8,1305.0
347,New Super Mario Bros. U,84.0,70.0,8.1,733.0
348,Dragon Quest VIII: Journey of the Cursed King,89.0,63.0,8.8,245.0
349,Dragon Quest VIII: Journey of the Cursed King,89.0,63.0,8.8,245.0
351,Professor Layton and the Curious Village,85.0,72.0,8.6,147.0
353,FIFA Soccer 13,90.0,48.0,6.1,403.0
354,FIFA Soccer 13,90.0,48.0,6.1,403.0
355,FIFA Soccer 13,90.0,48.0,6.1,403.0
356,FIFA Soccer 13,90.0,48.0,6.1,403.0
357,FIFA Soccer 13,90.0,48.0,6.1,403.0
359,Diablo III,88.0,86.0,4,9629.0
360,Diablo III,88.0,86.0,4,9629.0
361,Diablo III,88.0,86.0,4,9629.0
362,Medal of Honor: Rising Sun,68.0,30.0,7.6,100.0
366,Guitar Hero II,92.0,69.0,8.5,112.0
367,Guitar Hero II,92.0,69.0,8.5,112.0
368,Fable III,80.0,88.0,6.5,604.0
369,Fable III,80.0,88.0,6.5,604.0
372,Resident Evil 5,84.0,76.0,7.5,667.0
373,Resident Evil 5,84.0,76.0,7.5,667.0
374,Resident Evil 5,84.0,76.0,7.5,667.0
375,Resident Evil 5,84.0,76.0,7.5,667.0
376,Resident Evil 5,84.0,76.0,7.5,667.0
377,Resident Evil 5,84.0,76.0,7.5,667.0
378,The Legend of Zelda: Phantom Hourglass,90.0,57.0,8,416.0
380,FIFA Soccer 11,89.0,51.0,8,233.0
381,FIFA Soccer 11,89.0,51.0,8,233.0
382,FIFA Soccer 11,89.0,51.0,8,233.0
383,FIFA Soccer 11,89.0,51.0,8,233.0
384,Resident Evil,91.0,8.0,9,266.0
385,Resident Evil,91.0,8.0,9,266.0
386,Grand Theft Auto: Vice City Stories,86.0,50.0,8,150.0
387,Grand Theft Auto: Vice City Stories,86.0,50.0,8,150.0
388,Tony Hawk's Pro Skater,92.0,18.0,9.2,69.0
391,Guitar Hero III: Legends of Rock,82.0,24.0,8.2,46.0
392,Guitar Hero III: Legends of Rock,82.0,24.0,8.2,46.0
393,Guitar Hero III: Legends of Rock,82.0,24.0,8.2,46.0
394,Guitar Hero III: Legends of Rock,82.0,24.0,8.2,46.0
395,Guitar Hero III: Legends of Rock,82.0,24.0,8.2,46.0
396,Link's Crossbow Training,68.0,34.0,7.1,47.0
398,Fallout 3,93.0,84.0,8.5,1655.0
399,Fallout 3,93.0,84.0,8.5,1655.0
400,Fallout 3,93.0,84.0,8.5,1655.0
401,Uncharted: Drake's Fortune,88.0,66.0,8.1,2306.0
402,Madden NFL 06,88.0,29.0,8,121.0
403,Madden NFL 06,88.0,29.0,8,121.0
404,Madden NFL 06,88.0,29.0,8,121.0
405,Madden NFL 06,88.0,29.0,8,121.0
406,Madden NFL 06,88.0,29.0,8,121.0
407,Madden NFL 06,88.0,29.0,8,121.0
408,Madden NFL 06,88.0,29.0,8,121.0
409,Madden NFL 06,88.0,29.0,8,121.0
415,Assassin's Creed,81.0,40.0,7.3,769.0
416,Assassin's Creed,81.0,40.0,7.3,769.0
417,God of War III,92.0,101.0,8.7,2633.0
418,Crash Team Racing,88.0,20.0,9,233.0
419,LEGO Star Wars: The Complete Saga,80.0,9.0,5.4,46.0
420,LEGO Star Wars: The Complete Saga,80.0,9.0,5.4,46.0
421,LEGO Star Wars: The Complete Saga,80.0,9.0,5.4,46.0
422,LEGO Star Wars: The Complete Saga,80.0,9.0,5.4,46.0
423,Driver 2,62.0,14.0,7.7,92.0
424,Batman: Arkham City,94.0,87.0,8.7,1472.0
425,Batman: Arkham City,94.0,87.0,8.7,1472.0
426,Batman: Arkham City,94.0,87.0,8.7,1472.0
432,Tony Hawk's Pro Skater 2,98.0,19.0,7.7,299.0
433,Tony Hawk's Pro Skater 2,98.0,19.0,7.7,299.0
434,Tony Hawk's Pro Skater 2,98.0,19.0,7.7,299.0
435,Tony Hawk's Pro Skater 2,98.0,19.0,7.7,299.0
436,Tony Hawk's Pro Skater 2,98.0,19.0,7.7,299.0
437,The Lord of the Rings: The Two Towers,82.0,32.0,8.2,78.0
438,The Lord of the Rings: The Two Towers,82.0,32.0,8.2,78.0
439,The Lord of the Rings: The Two Towers,82.0,32.0,8.2,78.0
440,Tomb Raider,91.0,13.0,8.6,147.0
441,Tomb Raider,91.0,13.0,8.6,147.0
442,Tomb Raider,91.0,13.0,8.6,147.0
443,Tomb Raider,91.0,13.0,8.6,147.0
444,Animal Crossing: City Folk,73.0,50.0,7.6,119.0
445,Uncharted: The Nathan Drake Collection,86.0,78.0,8.1,1264.0
447,The Legend of Zelda: The Wind Waker,96.0,80.0,8.9,968.0
448,Guitar Hero III: Legends of Rock,86.0,36.0,8.4,87.0
449,Guitar Hero III: Legends of Rock,86.0,36.0,8.4,87.0
450,Guitar Hero III: Legends of Rock,86.0,36.0,8.4,87.0
451,Guitar Hero III: Legends of Rock,86.0,36.0,8.4,87.0
452,Guitar Hero III: Legends of Rock,86.0,36.0,8.4,87.0
453,Luigi's Mansion: Dark Moon,86.0,74.0,8.4,458.0
454,Forza Motorsport 4,91.0,83.0,8.2,617.0
457,Madden NFL 2005,91.0,30.0,7.9,78.0
458,Madden NFL 2005,91.0,30.0,7.9,78.0
459,Madden NFL 2005,91.0,30.0,7.9,78.0
460,Madden NFL 2005,91.0,30.0,7.9,78.0
461,Madden NFL 2005,91.0,30.0,7.9,78.0
462,Madden NFL 2005,91.0,30.0,7.9,78.0
463,Guitar Hero III: Legends of Rock,85.0,69.0,7.9,165.0
464,Guitar Hero III: Legends of Rock,85.0,69.0,7.9,165.0
465,Guitar Hero III: Legends of Rock,85.0,69.0,7.9,165.0
466,Guitar Hero III: Legends of Rock,85.0,69.0,7.9,165.0
467,Guitar Hero III: Legends of Rock,85.0,69.0,7.9,165.0
469,Madden NFL 07,84.0,29.0,8.2,39.0
470,Madden NFL 07,84.0,29.0,8.2,39.0
471,Madden NFL 07,84.0,29.0,8.2,39.0
472,Madden NFL 07,84.0,29.0,8.2,39.0
473,Madden NFL 07,84.0,29.0,8.2,39.0
474,Madden NFL 07,84.0,29.0,8.2,39.0
475,Madden NFL 07,84.0,29.0,8.2,39.0
476,Madden NFL 07,84.0,29.0,8.2,39.0
477,Madden NFL 07,84.0,29.0,8.2,39.0
478,Halo 5: Guardians,84.0,101.0,6.4,2438.0
479,Spider-Man: The Movie,76.0,25.0,7.9,41.0
480,Spider-Man: The Movie,76.0,25.0,7.9,41.0
481,Spider-Man: The Movie,76.0,25.0,7.9,41.0
482,Spider-Man: The Movie,76.0,25.0,7.9,41.0
484,Call of Duty: Infinite Warfare,77.0,82.0,3.4,1129.0
485,Call of Duty: Infinite Warfare,77.0,82.0,3.4,1129.0
486,Call of Duty: Infinite Warfare,77.0,82.0,3.4,1129.0
487,God of War,94.0,75.0,8.9,997.0
488,God of War,94.0,75.0,8.9,997.0
489,Splatoon,81.0,88.0,8.5,1184.0
490,Nintendo Land,77.0,61.0,7.9,471.0
491,Tony Hawk's Pro Skater 3,97.0,34.0,7.5,298.0
492,Tony Hawk's Pro Skater 3,97.0,34.0,7.5,298.0
493,Tony Hawk's Pro Skater 3,97.0,34.0,7.5,298.0
494,Tony Hawk's Pro Skater 3,97.0,34.0,7.5,298.0
495,Tony Hawk's Pro Skater 3,97.0,34.0,7.5,298.0
496,Tony Hawk's Pro Skater 3,97.0,34.0,7.5,298.0
497,Winning Eleven: Pro Evolution Soccer 2007,86.0,19.0,8.9,33.0
498,Winning Eleven: Pro Evolution Soccer 2007,86.0,19.0,8.9,33.0
499,Winning Eleven: Pro Evolution Soccer 2007,86.0,19.0,8.9,33.0
500,The Elder Scrolls IV: Oblivion,94.0,90.0,8.7,1109.0
501,The Elder Scrolls IV: Oblivion,94.0,90.0,8.7,1109.0
502,The Elder Scrolls IV: Oblivion,94.0,90.0,8.7,1109.0
504,Need for Speed: Most Wanted,82.0,36.0,9.1,137.0
505,Need for Speed: Most Wanted,82.0,36.0,9.1,137.0
510,Resistance: Fall of Man,86.0,70.0,8.1,715.0
513,Kingdom Hearts II,87.0,64.0,9,766.0
515,Super Mario 3D World,93.0,83.0,9,1607.0
525,Fable II,89.0,95.0,6.5,2423.0
526,Namco Museum,79.0,10.0,7.3,6.0
527,Namco Museum,79.0,10.0,7.3,6.0
528,Namco Museum,79.0,10.0,7.3,6.0
529,Namco Museum,79.0,10.0,7.3,6.0
530,Namco Museum,79.0,10.0,7.3,6.0
531,Batman: Arkham Asylum,91.0,70.0,8.9,1122.0
532,Batman: Arkham Asylum,91.0,70.0,8.9,1122.0
533,Batman: Arkham Asylum,91.0,70.0,8.9,1122.0
534,Metal Gear Solid 3: Snake Eater,91.0,68.0,9.3,955.0
535,Assassin's Creed: Revelations,80.0,39.0,7.5,613.0
536,Assassin's Creed: Revelations,80.0,39.0,7.5,613.0
537,Assassin's Creed: Revelations,80.0,39.0,7.5,613.0
538,Fallout 4,88.0,39.0,6.2,1749.0
539,Fallout 4,88.0,39.0,6.2,1749.0
540,Fallout 4,88.0,39.0,6.2,1749.0
541,FIFA 14,84.0,41.0,4.2,435.0
542,FIFA 14,84.0,41.0,4.2,435.0
543,FIFA 14,84.0,41.0,4.2,435.0
544,FIFA 14,84.0,41.0,4.2,435.0
545,Daxter,85.0,59.0,8.7,109.0
547,FIFA Soccer 06,80.0,32.0,7.8,47.0
548,FIFA Soccer 06,80.0,32.0,7.8,47.0
549,FIFA Soccer 06,80.0,32.0,7.8,47.0
550,FIFA Soccer 06,80.0,32.0,7.8,47.0
551,FIFA Soccer 06,80.0,32.0,7.8,47.0
553,Gran Turismo 5 Prologue,80.0,67.0,7.1,120.0
554,Assassin's Creed: Revelations,80.0,77.0,7.2,564.0
555,Assassin's Creed: Revelations,80.0,77.0,7.2,564.0
556,Assassin's Creed: Revelations,80.0,77.0,7.2,564.0
561,Street Fighter IV,94.0,61.0,7.3,330.0
562,Street Fighter IV,94.0,61.0,7.3,330.0
563,Street Fighter IV,94.0,61.0,7.3,330.0
566,Madden NFL 2003,95.0,25.0,7.7,65.0
567,Madden NFL 2003,95.0,25.0,7.7,65.0
568,Madden NFL 2003,95.0,25.0,7.7,65.0
569,Madden NFL 2003,95.0,25.0,7.7,65.0
570,Half-Life,96.0,24.0,9.1,3161.0
571,Half-Life,96.0,24.0,9.1,3161.0
575,World of Warcraft: The Burning Crusade,91.0,46.0,7.9,785.0
576,Battlefield 1,88.0,31.0,8.4,809.0
577,Battlefield 1,88.0,31.0,8.4,809.0
578,Battlefield 1,88.0,31.0,8.4,809.0
579,God of War II,93.0,70.0,8.9,709.0
583,Fallout: New Vegas,84.0,81.0,8.1,769.0
584,Fallout: New Vegas,84.0,81.0,8.1,769.0
585,Fallout: New Vegas,84.0,81.0,8.1,769.0
586,Forza Motorsport 2,90.0,66.0,8.3,381.0
587,Carnival Games,56.0,27.0,6,44.0
588,Carnival Games,56.0,27.0,6,44.0
589,Watch Dogs,80.0,80.0,6.3,2996.0
590,Watch Dogs,80.0,80.0,6.3,2996.0
591,Watch Dogs,80.0,80.0,6.3,2996.0
592,Watch Dogs,80.0,80.0,6.3,2996.0
594,Tekken Tag Tournament,85.0,25.0,8.5,117.0
595,Far Cry 4,85.0,83.0,7.7,1653.0
596,Far Cry 4,85.0,83.0,7.7,1653.0
597,Far Cry 4,85.0,83.0,7.7,1653.0
