,name,critic_score,critic_count,user_score,user_count
8237,Shrek the Third,56.0,18.0,6.1,9.0
8239,Need for Speed: Porsche Unleashed,62.0,4.0,7.8,8.0
8241,Far Cry 2,85.0,34.0,5.8,1345.0
8242,Far Cry 2,85.0,34.0,5.8,1345.0
8243,Far Cry 2,85.0,34.0,5.8,1345.0
8244,NFL Street 2,78.0,44.0,6.5,11.0
8245,NFL Street 2,78.0,44.0,6.5,11.0
8246,NFL Street 2,78.0,44.0,6.5,11.0
8250,Rock Band Unplugged,79.0,50.0,8.6,31.0
8257,You're in the Movies,55.0,21.0,5.5,20.0
8260,MotorStorm: Apocalypse,77.0,74.0,7.7,155.0
8261,Dark Sector,72.0,71.0,7.5,147.0
8262,Dark Sector,72.0,71.0,7.5,147.0
8263,Dark Sector,72.0,71.0,7.5,147.0
8265,Tiger Woods PGA Tour 07,80.0,44.0,7.9,21.0
8266,Tiger Woods PGA Tour 07,80.0,44.0,7.9,21.0
8267,Tiger Woods PGA Tour 07,80.0,44.0,7.9,21.0
8268,Tiger Woods PGA Tour 07,80.0,44.0,7.9,21.0
8269,Tiger Woods PGA Tour 07,80.0,44.0,7.9,21.0
8270,Tiger Woods PGA Tour 07,80.0,44.0,7.9,21.0
8271,Tiger Woods PGA Tour 07,80.0,44.0,7.9,21.0
8273,Mario Golf: World Tour,78.0,73.0,8.2,76.0
8274,Secret Weapons Over Normandy,81.0,26.0,8.2,19.0
8275,Secret Weapons Over Normandy,81.0,26.0,8.2,19.0
8276,Secret Weapons Over Normandy,81.0,26.0,8.2,19.0
8282,Crash of the Titans,73.0,8.0,5.9,10.0
8283,Crash of the Titans,73.0,8.0,5.9,10.0
8284,Crash of the Titans,73.0,8.0,5.9,10.0
8285,Crash of the Titans,73.0,8.0,5.9,10.0
8288,Lollipop Chainsaw,70.0,64.0,7,260.0
8289,Lollipop Chainsaw,70.0,64.0,7,260.0
8292,The Saboteur,72.0,54.0,8.1,118.0
8293,The Saboteur,72.0,54.0,8.1,118.0
8294,The Saboteur,72.0,54.0,8.1,118.0
8295,Metal Gear Rising: Revengeance,82.0,46.0,7.8,358.0
8296,Metal Gear Rising: Revengeance,82.0,46.0,7.8,358.0
8297,Metal Gear Rising: Revengeance,82.0,46.0,7.8,358.0
8299,Theme Park Roller Coaster,82.0,11.0,7.9,17.0
8305,NHL 16,80.0,18.0,6,81.0
8306,NHL 16,80.0,18.0,6,81.0
8307,Midnight Club: Street Racing,50.0,5.0,5.3,6.0
8308,Tiger Woods PGA Tour 06,81.0,30.0,5.1,11.0
8309,Tiger Woods PGA Tour 06,81.0,30.0,5.1,11.0
8310,Tiger Woods PGA Tour 06,81.0,30.0,5.1,11.0
8311,Tiger Woods PGA Tour 06,81.0,30.0,5.1,11.0
8312,Tiger Woods PGA Tour 06,81.0,30.0,5.1,11.0
8313,Tiger Woods PGA Tour 06,81.0,30.0,5.1,11.0
8314,Fortune Street,68.0,42.0,7.5,24.0
8319,World of Outlaws: Sprint Cars 2002,80.0,10.0,9.1,10.0
8320,Children of Mana,65.0,34.0,6,21.0
8323,Fantavision,72.0,18.0,6.3,9.0
8328,X-Men: Next Dimension,61.0,19.0,8.7,13.0
8329,X-Men: Next Dimension,61.0,19.0,8.7,13.0
8330,X-Men: Next Dimension,61.0,19.0,8.7,13.0
8337,Spider-Man 3,53.0,39.0,5.3,29.0
8338,Spider-Man 3,53.0,39.0,5.3,29.0
8339,Spider-Man 3,53.0,39.0,5.3,29.0
8340,Spider-Man 3,53.0,39.0,5.3,29.0
8341,Spider-Man 3,53.0,39.0,5.3,29.0
8342,Spider-Man 3,53.0,39.0,5.3,29.0
8343,Spider-Man 3,53.0,39.0,5.3,29.0
8345,Rock Band 4,79.0,27.0,6.4,54.0
8346,Rock Band 4,79.0,27.0,6.4,54.0
8348,James Bond 007: Blood Stone,62.0,66.0,7.1,63.0
8349,James Bond 007: Blood Stone,62.0,66.0,7.1,63.0
8350,James Bond 007: Blood Stone,62.0,66.0,7.1,63.0
8351,James Bond 007: Blood Stone,62.0,66.0,7.1,63.0
8353,Street Fighter X Tekken,83.0,45.0,4.4,177.0
8354,Street Fighter X Tekken,83.0,45.0,4.4,177.0
8355,Street Fighter X Tekken,83.0,45.0,4.4,177.0
8356,Street Fighter X Tekken,83.0,45.0,4.4,177.0
8357,Dark Sector,72.0,47.0,7.6,70.0
8358,Dark Sector,72.0,47.0,7.6,70.0
8359,Dark Sector,72.0,47.0,7.6,70.0
8360,ICO,90.0,59.0,8.8,328.0
8361,World of Warcraft: Warlords of Draenor,87.0,49.0,5.9,1154.0
8365,Unreal Tournament III,82.0,47.0,7.6,95.0
8366,Unreal Tournament III,82.0,47.0,7.6,95.0
8367,Unreal Tournament III,82.0,47.0,7.6,95.0
8368,FIFA Soccer 13,69.0,28.0,6.2,49.0
8369,FIFA Soccer 13,69.0,28.0,6.2,49.0
8370,FIFA Soccer 13,69.0,28.0,6.2,49.0
8371,FIFA Soccer 13,69.0,28.0,6.2,49.0
8372,FIFA Soccer 13,69.0,28.0,6.2,49.0
8373,Victorious Boxers: Ippo's Road to Glory,75.0,15.0,8,10.0
8375,Valkyrie Profile 2: Silmeria,84.0,45.0,9,59.0
8376,Pinball Hall of Fame: The Williams Collection,82.0,16.0,8.8,36.0
8377,Pinball Hall of Fame: The Williams Collection,82.0,16.0,8.8,36.0
8378,Pinball Hall of Fame: The Williams Collection,82.0,16.0,8.8,36.0
8379,Hot Wheels Velocity X,54.0,7.0,7.1,16.0
8380,MySims Racing,68.0,22.0,7.4,5.0
8381,MySims Racing,68.0,22.0,7.4,5.0
8383,F.E.A.R. 2: Project Origin,79.0,48.0,7.9,98.0
8384,F.E.A.R. 2: Project Origin,79.0,48.0,7.9,98.0
8385,F.E.A.R. 2: Project Origin,79.0,48.0,7.9,98.0
8386,The Sims 2: Pets,65.0,15.0,7.3,4.0
8387,The Sims 2: Pets,65.0,15.0,7.3,4.0
8388,The Sims 2: Pets,65.0,15.0,7.3,4.0
8389,The Sims 2: Pets,65.0,15.0,7.3,4.0
8390,The Sims 2: Pets,65.0,15.0,7.3,4.0
8391,L.A. Rush,58.0,31.0,8,10.0
8392,L.A. Rush,58.0,31.0,8,10.0
8398,Crash: Mind Over Mutant,60.0,42.0,6.5,23.0
8399,Crash: Mind Over Mutant,60.0,42.0,6.5,23.0
8400,Crash: Mind Over Mutant,60.0,42.0,6.5,23.0
8401,Crash: Mind Over Mutant,60.0,42.0,6.5,23.0
8402,Viva Pinata: Trouble in Paradise,82.0,64.0,7.9,61.0
8405,NBA Ballers: Phenom,69.0,19.0,8.5,8.0
8406,NBA Ballers: Phenom,69.0,19.0,8.5,8.0
8408,Need for Speed Carbon,74.0,19.0,7.4,11.0
8409,Need for Speed Carbon,74.0,19.0,7.4,11.0
8410,Need for Speed Carbon,74.0,19.0,7.4,11.0
8411,Need for Speed Carbon,74.0,19.0,7.4,11.0
8412,Need for Speed Carbon,74.0,19.0,7.4,11.0
8413,Need for Speed Carbon,74.0,19.0,7.4,11.0
8414,Shadowrun,66.0,57.0,7.5,156.0
8415,Shadowrun,66.0,57.0,7.5,156.0
8416,Crazy Taxi: Fare Wars,64.0,25.0,7.1,18.0
8418,"Warhammer 40,000: Dawn of War II",85.0,67.0,8.1,1502.0
8420,Emergency Heroes,41.0,12.0,4.2,15.0
8422,FlingSmash,48.0,26.0,6.8,13.0
8425,Downhill Domination,79.0,40.0,8.9,32.0
8427,Pirates of the Caribbean: Dead Man's Chest,70.0,8.0,5.6,5.0
8428,Pirates of the Caribbean: Dead Man's Chest,70.0,8.0,5.6,5.0
8429,Pirates of the Caribbean: Dead Man's Chest,70.0,8.0,5.6,5.0
8430,Silent Hill: Shattered Memories,79.0,56.0,8,226.0
8431,Silent Hill: Shattered Memories,79.0,56.0,8,226.0
8432,Silent Hill: Shattered Memories,79.0,56.0,8,226.0
8441,World Series of Poker,46.0,15.0,8.2,20.0
8442,World Series of Poker,46.0,15.0,8.2,20.0
8445,Final Fantasy Crystal Chronicles: Echoes of Time,75.0,37.0,7.3,21.0
8446,Final Fantasy Crystal Chronicles: Echoes of Time,75.0,37.0,7.3,21.0
8447,Rise of Nightmares,54.0,56.0,7.8,44.0
8448,EA Sports UFC,70.0,23.0,6.3,152.0
8449,EA Sports UFC,70.0,23.0,6.3,152.0
8451,Spider-Man 3,79.0,21.0,6.5,17.0
8452,Spider-Man 3,79.0,21.0,6.5,17.0
8453,Spider-Man 3,79.0,21.0,6.5,17.0
8454,Spider-Man 3,79.0,21.0,6.5,17.0
8455,Spider-Man 3,79.0,21.0,6.5,17.0
8456,Spider-Man 3,79.0,21.0,6.5,17.0
8457,Spider-Man 3,79.0,21.0,6.5,17.0
8458,Dead or Alive 4,85.0,76.0,8.2,223.0
8459,Godzilla: Save the Earth,62.0,19.0,8.7,21.0
8460,Godzilla: Save the Earth,62.0,19.0,8.7,21.0
8461,Dance Dance Revolution: Mario Mix,69.0,28.0,8.4,19.0
8462,Metal Gear Solid: The Twin Snakes,85.0,54.0,9,142.0
8470,Art Academy: Lessons for Everyone,81.0,14.0,7.6,22.0
8471,Mat Hoffman's Pro BMX 2,76.0,22.0,9.1,7.0
8472,Mat Hoffman's Pro BMX 2,76.0,22.0,9.1,7.0
8473,Mat Hoffman's Pro BMX 2,76.0,22.0,9.1,7.0
8475,One Piece: Pirate Warriors 3,74.0,34.0,7.4,118.0
8477,2010 FIFA World Cup South Africa,69.0,11.0,7.4,9.0
8478,2010 FIFA World Cup South Africa,69.0,11.0,7.4,9.0
8479,2010 FIFA World Cup South Africa,69.0,11.0,7.4,9.0
8480,2010 FIFA World Cup South Africa,69.0,11.0,7.4,9.0
8482,Two Worlds II,70.0,28.0,7,65.0
8483,Two Worlds II,70.0,28.0,7,65.0
8484,Two Worlds II,70.0,28.0,7,65.0
8494,SimCity Creator,67.0,17.0,6.8,13.0
8495,SimCity Creator,67.0,17.0,6.8,13.0
8498,Harry Potter and the Order of the Phoenix,69.0,34.0,7.2,28.0
8499,Harry Potter and the Order of the Phoenix,69.0,34.0,7.2,28.0
8500,Harry Potter and the Order of the Phoenix,69.0,34.0,7.2,28.0
8501,Harry Potter and the Order of the Phoenix,69.0,34.0,7.2,28.0
8502,Harry Potter and the Order of the Phoenix,69.0,34.0,7.2,28.0
8503,Harry Potter and the Order of the Phoenix,69.0,34.0,7.2,28.0
8504,Harry Potter and the Order of the Phoenix,69.0,34.0,7.2,28.0
8505,The Sims 3: Ambitions,74.0,25.0,7.3,51.0
8508,Rygar: The Legendary Adventure,83.0,30.0,8.4,14.0
8509,Syphon Filter: Logan's Shadow,85.0,41.0,8.8,47.0
8511,Kessen II,71.0,15.0,8.3,22.0
8523,Dragon Ball Z: Sagas,49.0,13.0,5.4,29.0
8524,Dragon Ball Z: Sagas,49.0,13.0,5.4,29.0
8525,Dragon Ball Z: Sagas,49.0,13.0,5.4,29.0
8532,NBA Live 07,59.0,32.0,4.9,60.0
8533,NBA Live 07,59.0,32.0,4.9,60.0
8534,NBA Live 07,59.0,32.0,4.9,60.0
8535,NBA Live 07,59.0,32.0,4.9,60.0
8536,NBA Live 07,59.0,32.0,4.9,60.0
8538,The Legend of Spyro: Dawn of the Dragon,57.0,9.0,6.8,10.0
8539,The Legend of Spyro: Dawn of the Dragon,57.0,9.0,6.8,10.0
8540,The Legend of Spyro: Dawn of the Dragon,57.0,9.0,6.8,10.0
8541,The Legend of Spyro: Dawn of the Dragon,57.0,9.0,6.8,10.0
8543,The Mark of Kri,80.0,37.0,7.9,29.0
8544,Need for Speed: Hot Pursuit,50.0,8.0,3.7,18.0
8545,Need for Speed: Hot Pursuit,50.0,8.0,3.7,18.0
8546,Need for Speed: Hot Pursuit,50.0,8.0,3.7,18.0
8547,Need for Speed: Hot Pursuit,50.0,8.0,3.7,18.0
8550,Crash Nitro Kart,77.0,6.0,8.3,12.0
8551,Crash Nitro Kart,77.0,6.0,8.3,12.0
8552,Crash Nitro Kart,77.0,6.0,8.3,12.0
8556,Silent Hill: Downpour,64.0,41.0,6.9,262.0
8557,Silent Hill: Downpour,64.0,41.0,6.9,262.0
8562,Jak and Daxter: The Lost Frontier,72.0,8.0,4.6,32.0
8563,Jak and Daxter: The Lost Frontier,72.0,8.0,4.6,32.0
8567,Star Wars: Demolition,63.0,11.0,6.5,6.0
8568,Star Wars: Demolition,63.0,11.0,6.5,6.0
8570,Delta Force: Black Hawk Down,58.0,25.0,8.8,51.0
8571,Delta Force: Black Hawk Down,58.0,25.0,8.8,51.0
8572,Delta Force: Black Hawk Down,58.0,25.0,8.8,51.0
8575,.hack//Outbreak Part 3,70.0,23.0,8.7,19.0
8577,MX vs. ATV Untamed,67.0,33.0,6.1,8.0
8578,MX vs. ATV Untamed,67.0,33.0,6.1,8.0
8579,MX vs. ATV Untamed,67.0,33.0,6.1,8.0
8580,MX vs. ATV Untamed,67.0,33.0,6.1,8.0
8581,MX vs. ATV Untamed,67.0,33.0,6.1,8.0
8582,MX vs. ATV Untamed,67.0,33.0,6.1,8.0
8583,Boom Blox Bash Party,86.0,48.0,8.4,37.0
8584,Top Spin,89.0,44.0,8.2,31.0
8585,Top Spin,89.0,44.0,8.2,31.0
8588,The Golden Compass,41.0,25.0,4.1,14.0
8589,The Golden Compass,41.0,25.0,4.1,14.0
8590,The Golden Compass,41.0,25.0,4.1,14.0
8591,The Golden Compass,41.0,25.0,4.1,14.0
8592,The Golden Compass,41.0,25.0,4.1,14.0
8593,Tomb Raider: Legend,67.0,28.0,7.9,30.0
8594,Tomb Raider: Legend,67.0,28.0,7.9,30.0
8595,Tomb Raider: Legend,67.0,28.0,7.9,30.0
8596,Tomb Raider: Legend,67.0,28.0,7.9,30.0
8597,Tomb Raider: Legend,67.0,28.0,7.9,30.0
8598,Tomb Raider: Legend,67.0,28.0,7.9,30.0
8599,Just Dance 2014,71.0,6.0,7,58.0
8600,Just Dance 2014,71.0,6.0,7,58.0
8610,Enter the Matrix,63.0,23.0,8,45.0
8611,Enter the Matrix,63.0,23.0,8,45.0
8612,Enter the Matrix,63.0,23.0,8,45.0
8613,Enter the Matrix,63.0,23.0,8,45.0
8614,LEGO The Hobbit,70.0,4.0,8.7,11.0
8615,LEGO The Hobbit,70.0,4.0,8.7,11.0
8624,PlayStation All-Stars Battle Royale,75.0,15.0,7.5,221.0
8625,PlayStation All-Stars Battle Royale,75.0,15.0,7.5,221.0
8627,Bleach: The Blade of Fate,83.0,32.0,7.5,23.0
8631,NFL Head Coach,66.0,22.0,6.9,15.0
8632,NFL Head Coach,66.0,22.0,6.9,15.0
8633,NFL Head Coach,66.0,22.0,6.9,15.0
8638,Tomb Raider: Underworld,70.0,12.0,7.2,20.0
8639,Tomb Raider: Underworld,70.0,12.0,7.2,20.0
8640,Tomb Raider: Underworld,70.0,12.0,7.2,20.0
8641,Tomb Raider: Underworld,70.0,12.0,7.2,20.0
8642,Tomb Raider: Underworld,70.0,12.0,7.2,20.0
8643,Area 51,75.0,37.0,8.4,52.0
8644,Area 51,75.0,37.0,8.4,52.0
8645,Area 51,75.0,37.0,8.4,52.0
8647,NHL 2005,75.0,21.0,8.3,23.0
8648,NHL 2005,75.0,21.0,8.3,23.0
8649,NHL 2005,75.0,21.0,8.3,23.0
8650,NHL 2005,75.0,21.0,8.3,23.0
8651,The New York Times Crosswords,79.0,15.0,6.7,6.0
8656,Star Wars Jedi Knight: Jedi Academy,76.0,30.0,8.7,30.0
8657,Star Wars Jedi Knight: Jedi Academy,76.0,30.0,8.7,30.0
8658,Star Wars Jedi Knight: Jedi Academy,76.0,30.0,8.7,30.0
8660,Dynasty Warriors: Strikeforce,65.0,28.0,6.8,10.0
8661,Dynasty Warriors: Strikeforce,65.0,28.0,6.8,10.0
8662,Dynasty Warriors: Strikeforce,65.0,28.0,6.8,10.0
8663,Brain Challenge,68.0,7.0,7,4.0
8664,Brain Challenge,68.0,7.0,7,4.0
8668,Enemy Territory: Quake Wars,69.0,54.0,7.3,26.0
8669,Enemy Territory: Quake Wars,69.0,54.0,7.3,26.0
8670,Enemy Territory: Quake Wars,69.0,54.0,7.3,26.0
8671,Major League Baseball 2K11,69.0,27.0,6.8,24.0
8672,Major League Baseball 2K11,69.0,27.0,6.8,24.0
8676,Burnout Dominator,76.0,23.0,8.2,27.0
8677,Burnout Dominator,76.0,23.0,8.2,27.0
8681,Crash of the Titans,69.0,16.0,5.8,22.0
8682,Crash of the Titans,69.0,16.0,5.8,22.0
8683,Crash of the Titans,69.0,16.0,5.8,22.0
8684,Crash of the Titans,69.0,16.0,5.8,22.0
8686,Red Faction: Armageddon,71.0,52.0,7.3,58.0
8687,Red Faction: Armageddon,71.0,52.0,7.3,58.0
8688,Red Faction: Armageddon,71.0,52.0,7.3,58.0
8699,Tekken Advance,82.0,14.0,8.2,13.0
8700,Shin Megami Tensei: Persona 3,86.0,52.0,8.4,116.0
8708,Pirates of the Caribbean: At World's End,53.0,17.0,7.2,17.0
8709,Pirates of the Caribbean: At World's End,53.0,17.0,7.2,17.0
8710,Pirates of the Caribbean: At World's End,53.0,17.0,7.2,17.0
8711,Pirates of the Caribbean: At World's End,53.0,17.0,7.2,17.0
8712,Pirates of the Caribbean: At World's End,53.0,17.0,7.2,17.0
8713,Pirates of the Caribbean: At World's End,53.0,17.0,7.2,17.0
8718,Sega Rally Revo,77.0,42.0,7.2,30.0
8719,Sega Rally Revo,77.0,42.0,7.2,30.0
8720,Sega Rally Revo,77.0,42.0,7.2,30.0
8721,Sega Rally Revo,77.0,42.0,7.2,30.0
8725,Samurai Warriors: Xtreme Legends,72.0,17.0,8.6,13.0
8726,LEGO Rock Band,80.0,8.0,7.5,6.0
8727,LEGO Rock Band,80.0,8.0,7.5,6.0
8728,LEGO Rock Band,80.0,8.0,7.5,6.0
8729,LEGO Rock Band,80.0,8.0,7.5,6.0
8731,WWE WrestleMania 21,56.0,48.0,6.9,47.0
8732,NBA Live 2005,83.0,17.0,6.7,7.0
8733,NBA Live 2005,83.0,17.0,6.7,7.0
8734,NBA Live 2005,83.0,17.0,6.7,7.0
8735,NBA Live 2005,83.0,17.0,6.7,7.0
8736,F.E.A.R. 3,74.0,48.0,7.1,103.0
8737,F.E.A.R. 3,74.0,48.0,7.1,103.0
8738,F.E.A.R. 3,74.0,48.0,7.1,103.0
8740,WWE Day of Reckoning,79.0,47.0,9.1,81.0
8741,NBA Live 10,80.0,40.0,7.7,37.0
8742,NBA Live 10,80.0,40.0,7.7,37.0
8748,Pro Evolution Soccer 2017,85.0,61.0,7.6,478.0
8749,Pro Evolution Soccer 2017,85.0,61.0,7.6,478.0
8750,Pro Evolution Soccer 2017,85.0,61.0,7.6,478.0
8751,Sled Storm,73.0,22.0,7.7,6.0
8756,Wolfenstein: The New Order,81.0,23.0,8.2,1647.0
8757,Wolfenstein: The New Order,81.0,23.0,8.2,1647.0
8758,Wolfenstein: The New Order,81.0,23.0,8.2,1647.0
8759,Deadpool,61.0,27.0,7.2,221.0
8760,Deadpool,61.0,27.0,7.2,221.0
8761,Deadpool,61.0,27.0,7.2,221.0
8762,Deadpool,61.0,27.0,7.2,221.0
8767,Watch Dogs,77.0,18.0,4.7,3288.0
8768,Watch Dogs,77.0,18.0,4.7,3288.0
8769,Watch Dogs,77.0,18.0,4.7,3288.0
8770,Watch Dogs,77.0,18.0,4.7,3288.0
8771,Mario Golf: Advance Tour,84.0,38.0,8.6,14.0
8772,Celebrity Sports Showdown,50.0,12.0,4.6,18.0
8773,F.E.A.R. 3,75.0,71.0,7,139.0
8774,F.E.A.R. 3,75.0,71.0,7,139.0
8775,F.E.A.R. 3,75.0,71.0,7,139.0
8776,Disney Guilty Party,78.0,13.0,8,4.0
8781,"Warhammer 40,000: Space Marine",70.0,46.0,7.4,162.0
8782,"Warhammer 40,000: Space Marine",70.0,46.0,7.4,162.0
8783,"Warhammer 40,000: Space Marine",70.0,46.0,7.4,162.0
8786,Major League Baseball 2K6,70.0,19.0,5.2,27.0
8787,Major League Baseball 2K6,70.0,19.0,5.2,27.0
8788,Major League Baseball 2K6,70.0,19.0,5.2,27.0
8789,Major League Baseball 2K6,70.0,19.0,5.2,27.0
8792,World Soccer Winning Eleven 9,89.0,19.0,7.9,9.0
8793,World Soccer Winning Eleven 9,89.0,19.0,7.9,9.0
8794,World Soccer Winning Eleven 9,89.0,19.0,7.9,9.0
8796,Teenage Mutant Ninja Turtles 2: Battle Nexus,47.0,25.0,7.8,12.0
8797,Teenage Mutant Ninja Turtles 2: Battle Nexus,47.0,25.0,7.8,12.0
8798,Teenage Mutant Ninja Turtles 2: Battle Nexus,47.0,25.0,7.8,12.0
8799,Teenage Mutant Ninja Turtles 2: Battle Nexus,47.0,25.0,7.8,12.0
8801,The Thing,78.0,27.0,7.4,41.0
8802,The Thing,78.0,27.0,7.4,41.0
8803,The Thing,78.0,27.0,7.4,41.0
8804,Van Helsing,64.0,41.0,8.5,19.0
8805,Van Helsing,64.0,41.0,8.5,19.0
8806,Van Helsing,64.0,41.0,8.5,19.0
8808,Virtua Tennis 4,69.0,49.0,6.6,28.0
8809,Virtua Tennis 4,69.0,49.0,6.6,28.0
8810,Virtua Tennis 4,69.0,49.0,6.6,28.0
8811,X-Men Legends II: Rise of Apocalypse,84.0,50.0,8.7,199.0
8812,X-Men Legends II: Rise of Apocalypse,84.0,50.0,8.7,199.0
8813,X-Men Legends II: Rise of Apocalypse,84.0,50.0,8.7,199.0
8814,X-Men Legends II: Rise of Apocalypse,84.0,50.0,8.7,199.0
8815,X-Men Legends II: Rise of Apocalypse,84.0,50.0,8.7,199.0
8816,Naruto Shippuden: Ultimate Ninja Storm Generations,74.0,35.0,7.2,47.0
8817,Naruto Shippuden: Ultimate Ninja Storm Generations,74.0,35.0,7.2,47.0
8822,Worms: Open Warfare 2,80.0,26.0,8.1,25.0
8823,Worms: Open Warfare 2,80.0,26.0,8.1,25.0
8825,Spawn: Armageddon,56.0,33.0,7.4,21.0
8826,Spawn: Armageddon,56.0,33.0,7.4,21.0
8827,Spawn: Armageddon,56.0,33.0,7.4,21.0
8829,Sid Meier's Civilization Revolution,80.0,26.0,7.7,21.0
8830,Sid Meier's Civilization Revolution,80.0,26.0,7.7,21.0
8831,Sid Meier's Civilization Revolution,80.0,26.0,7.7,21.0
8833,Tiger Woods PGA Tour 2003,88.0,14.0,8.5,11.0
8834,Tiger Woods PGA Tour 2003,88.0,14.0,8.5,11.0
8835,Tiger Woods PGA Tour 2003,88.0,14.0,8.5,11.0
8836,Tiger Woods PGA Tour 2003,88.0,14.0,8.5,11.0
8837,Battlefield 2: Modern Combat,80.0,42.0,8.5,65.0
8838,Battlefield 2: Modern Combat,80.0,42.0,8.5,65.0
8839,Battlefield 2: Modern Combat,80.0,42.0,8.5,65.0
8840,50 Cent: Bulletproof,50.0,14.0,5.9,21.0
8841,50 Cent: Bulletproof,50.0,14.0,5.9,21.0
8844,Tony Hawk's Proving Ground,73.0,36.0,6.6,17.0
8845,Tony Hawk's Proving Ground,73.0,36.0,6.6,17.0
8846,Tony Hawk's Proving Ground,73.0,36.0,6.6,17.0
8849,LEGO Star Wars II: The Original Trilogy,85.0,27.0,8.6,15.0
8850,LEGO Star Wars II: The Original Trilogy,85.0,27.0,8.6,15.0
8851,LEGO Star Wars II: The Original Trilogy,85.0,27.0,8.6,15.0
8852,LEGO Star Wars II: The Original Trilogy,85.0,27.0,8.6,15.0
8853,Viking: Battle for Asgard,68.0,67.0,8,88.0
8854,Viking: Battle for Asgard,68.0,67.0,8,88.0
8856,Dragon Quest Heroes: Rocket Slime,83.0,41.0,7.6,45.0
8870,G-Force,69.0,6.0,8,6.0
8871,G-Force,69.0,6.0,8,6.0
8873,Transformers: Fall of Cybertron,79.0,52.0,8.3,160.0
8874,Transformers: Fall of Cybertron,79.0,52.0,8.3,160.0
8875,Transformers: Fall of Cybertron,79.0,52.0,8.3,160.0
8876,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,74.0,51.0,8,20.0
8877,MX Unleashed,81.0,18.0,9.3,12.0
8878,MX Unleashed,81.0,18.0,9.3,12.0
8885,Wario World,71.0,30.0,7.2,44.0
8886,DmC: Devil May Cry,86.0,65.0,5.1,1438.0
8887,DmC: Devil May Cry,86.0,65.0,5.1,1438.0
8888,DmC: Devil May Cry,86.0,65.0,5.1,1438.0
8893,FIFA Soccer 13,57.0,9.0,4.1,89.0
8894,FIFA Soccer 13,57.0,9.0,4.1,89.0
8895,FIFA Soccer 13,57.0,9.0,4.1,89.0
8896,FIFA Soccer 13,57.0,9.0,4.1,89.0
8897,FIFA Soccer 13,57.0,9.0,4.1,89.0
8898,The Legend of Spyro: Dawn of the Dragon,59.0,22.0,6.6,36.0
8899,The Legend of Spyro: Dawn of the Dragon,59.0,22.0,6.6,36.0
8900,The Legend of Spyro: Dawn of the Dragon,59.0,22.0,6.6,36.0
8901,The Legend of Spyro: Dawn of the Dragon,59.0,22.0,6.6,36.0
8903,Samurai Warriors 3,55.0,26.0,7.2,22.0
8904,Ben 10 Alien Force: Vilgax Attacks,65.0,5.0,4,6.0
8905,TimeSplitters 2,88.0,18.0,9,65.0
8906,TimeSplitters 2,88.0,18.0,9,65.0
8907,TimeSplitters 2,88.0,18.0,9,65.0
8911,Eternal Darkness: Sanity's Requiem,92.0,41.0,8.7,173.0
8912,Food Network: Cook or Be Cooked,53.0,8.0,6.8,5.0
8914,Naruto: Ultimate Ninja 3,75.0,24.0,8.7,33.0
8915,The Darkness,82.0,63.0,8.1,196.0
8916,The Darkness,82.0,63.0,8.1,196.0
8917,Thrillville: Off the Rails,70.0,14.0,2.8,40.0
8918,Thrillville: Off the Rails,70.0,14.0,2.8,40.0
8919,Thrillville: Off the Rails,70.0,14.0,2.8,40.0
8920,Thrillville: Off the Rails,70.0,14.0,2.8,40.0
8921,Thrillville: Off the Rails,70.0,14.0,2.8,40.0
8924,Child of Eden,84.0,81.0,7.7,95.0
8925,Child of Eden,84.0,81.0,7.7,95.0
8928,Spider-Man: Shattered Dimensions,74.0,57.0,7.5,96.0
8929,Spider-Man: Shattered Dimensions,74.0,57.0,7.5,96.0
8930,Spider-Man: Shattered Dimensions,74.0,57.0,7.5,96.0
8931,Spider-Man: Shattered Dimensions,74.0,57.0,7.5,96.0
8932,Spider-Man: Shattered Dimensions,74.0,57.0,7.5,96.0
8934,NFL Blitz 20-03,73.0,15.0,8.6,5.0
8935,NFL Blitz 20-03,73.0,15.0,8.6,5.0
8936,NFL Blitz 20-03,73.0,15.0,8.6,5.0
8938,Eternal Sonata,80.0,34.0,7.8,117.0
8939,Eternal Sonata,80.0,34.0,7.8,117.0
8945,Star Wars: Jedi Starfighter,78.0,22.0,5.2,5.0
8946,Star Wars: Jedi Starfighter,78.0,22.0,5.2,5.0
8948,Classic NES Series: Metroid,58.0,9.0,8.6,18.0
8950,Primal,73.0,36.0,8.6,53.0
8953,Ninja Gaiden 3,58.0,43.0,5,152.0
8954,Ninja Gaiden 3,58.0,43.0,5,152.0
8955,Band Hero,65.0,18.0,7,4.0
8956,Band Hero,65.0,18.0,7,4.0
8957,Band Hero,65.0,18.0,7,4.0
8958,Band Hero,65.0,18.0,7,4.0
8959,Need for Speed Underground 2,72.0,8.0,8.2,13.0
8960,Need for Speed Underground 2,72.0,8.0,8.2,13.0
8961,Need for Speed Underground 2,72.0,8.0,8.2,13.0
8962,Need for Speed Underground 2,72.0,8.0,8.2,13.0
8975,SSX Tricky,88.0,22.0,8.5,11.0
8976,SSX Tricky,88.0,22.0,8.5,11.0
8977,SSX Tricky,88.0,22.0,8.5,11.0
8978,SSX Tricky,88.0,22.0,8.5,11.0
8980,Tetris Axis,74.0,33.0,6.8,28.0
8981,Borderlands: The Handsome Collection,80.0,11.0,7.8,119.0
