,name,critic_score,critic_count,user_score,user_count
2469,Harry Potter and the Order of the Phoenix,51.0,15.0,4.9,19.0
2470,Sniper Elite V2,67.0,37.0,6.8,131.0
2471,Metroid: Zero Mission,89.0,50.0,9,132.0
2473,Burnout Legends,86.0,53.0,8.4,108.0
2475,Blazing Angels: Squadrons of WWII,57.0,11.0,6.7,28.0
2476,Madden NFL 09 All-Play,82.0,19.0,7.2,22.0
2478,Dynasty Warriors 2,75.0,17.0,8.8,24.0
2480,Time Crisis 4,60.0,52.0,7.4,21.0
2481,Duke Nukem Forever,49.0,76.0,4.4,456.0
2482,Lizzie McGuire 2: Lizzie Diaries,57.0,6.0,5,5.0
2484,NCAA Football 12,82.0,17.0,5.8,41.0
2485,Brute Force,77.0,45.0,7.8,49.0
2486,Tiger Woods PGA Tour 11,78.0,40.0,6.7,17.0
2488,WWE SmackDown vs. Raw 2009,79.0,18.0,8.5,18.0
2491,Sly 3: Honor Among Thieves,83.0,59.0,8.8,130.0
2493,Need for Speed: Nitro,69.0,41.0,7.4,38.0
2494,Street Fighter X Tekken,84.0,51.0,5.3,191.0
2497,Sid Meier's Civilization Revolution,84.0,55.0,7.8,171.0
2498,Tales of the Abyss,75.0,33.0,7.6,197.0
2499,Dragon Age II,82.0,52.0,4.3,1197.0
2500,Call of Duty: Modern Warfare 3,70.0,16.0,1.8,442.0
2503,James Bond 007: Nightfire,78.0,30.0,7.8,25.0
2504,Tony Hawk's Pro Skater 3,91.0,27.0,9,27.0
2505,Marvel: Ultimate Alliance,81.0,29.0,8.2,33.0
2506,DJ Hero 2,86.0,66.0,7.9,23.0
2507,Harvest Moon: Tree of Tranquility,65.0,18.0,8.2,28.0
2508,Tony Hawk's Underground 2 Remix,83.0,49.0,8,34.0
2509,Need for Speed: Hot Pursuit 2,75.0,18.0,6.4,15.0
2514,Amped: Freestyle Snowboarding,78.0,30.0,9,20.0
2517,Stranglehold,77.0,59.0,7.6,91.0
2519,Shin Megami Tensei: Persona 4,90.0,47.0,8.9,634.0
2520,Devil May Cry HD Collection,74.0,27.0,8.8,158.0
2525,Dance Central 3,86.0,43.0,8,45.0
2528,Tales of Destiny II,78.0,9.0,8.7,31.0
2530,NASCAR 2001,73.0,8.0,6.1,9.0
2532,The Legend of Zelda: Four Swords Adventures,86.0,55.0,7.2,74.0
2534,MediEvil: Resurrection,66.0,43.0,8.7,52.0
2535,Valkyrie Profile,81.0,8.0,8.8,37.0
2537,Patapon,86.0,60.0,8.7,102.0
2541,Pro Evolution Soccer 2010,78.0,34.0,7.6,29.0
2542,Tom Clancy's Rainbow Six 3,70.0,34.0,8.2,17.0
2543,Madden NFL 25,73.0,18.0,5.9,111.0
2544,NCAA Football 10,80.0,20.0,6.9,14.0
2547,Guitar Hero: Warriors of Rock,74.0,46.0,7.1,30.0
2551,The Sims 2,75.0,31.0,4.4,166.0
2552,Dragon Ball: Raging Blast 2,60.0,27.0,7.5,63.0
2555,Yakuza,75.0,58.0,8.2,73.0
2557,Star Wars Rogue Squadron III: Rebel Strike,75.0,36.0,7.6,50.0
2559,Hitman: Contracts,80.0,39.0,8.3,43.0
2560,Professor Layton vs Phoenix Wright: Ace Attorney,79.0,69.0,8.5,99.0
2561,Ben 10: Alien Force,45.0,6.0,7.8,11.0
2562,Final Fantasy Anthology,80.0,14.0,8.1,28.0
2563,DiRT 2,87.0,65.0,8.2,110.0
2564,Prince of Persia: Warrior Within,83.0,55.0,7.5,35.0
2566,Killzone: Mercenary,78.0,86.0,8.9,513.0
2567,Pro Evolution Soccer 2010,72.0,9.0,4.6,5.0
2568,Guitar Hero: Metallica,84.0,62.0,8.1,79.0
2569,Final Fantasy X / X-2 HD Remaster,86.0,14.0,8.5,223.0
2571,Need for Speed: Hot Pursuit 2,68.0,16.0,8.3,15.0
2576,Rayman Raving Rabbids 2,57.0,8.0,7,15.0
2577,The Sims 2: Pets,57.0,9.0,7.3,10.0
2579,Dragon Ball Z: Budokai Tenkaichi 2,73.0,31.0,8.6,61.0
2580,Guitar Hero: Aerosmith,71.0,11.0,6.3,15.0
2581,Star Wars The Clone Wars: Republic Heroes,48.0,10.0,6.4,5.0
2583,pro evolution soccer 2011,74.0,10.0,5.8,5.0
2584,Harvest Moon: A Wonderful Life,79.0,28.0,8.9,148.0
2587,DmC: Devil May Cry,85.0,40.0,5.3,1471.0
2588,Motocross Mania,34.0,6.0,5.3,6.0
2590,Darksiders II,83.0,63.0,8,456.0
2591,Need for Speed Rivals,76.0,12.0,5.4,107.0
2592,[Prototype 2],74.0,69.0,7,173.0
2596,Armored Core 2,78.0,23.0,8.4,19.0
2598,The Godfather II,65.0,72.0,6.9,60.0
2599,Dragon's Dogma,75.0,59.0,7.8,320.0
2600,Pro Evolution Soccer 2016,87.0,54.0,7.1,680.0
2603,Rare Replay,84.0,75.0,7.7,325.0
2604,Band Hero,76.0,52.0,5,30.0
2605,NCAA Football 08,83.0,6.0,8.3,23.0
2606,FIFA Soccer 2004,82.0,20.0,8.2,23.0
2607,The Sims 2: Castaway,64.0,5.0,7.3,18.0
2608,Star Ocean: The Last Hope,72.0,56.0,7.2,150.0
2609,Sniper: Ghost Warrior,53.0,17.0,6,34.0
2610,Invizimals,69.0,32.0,7.3,19.0
2613,WWE 2K15,55.0,5.0,3.1,57.0
2614,Too Human,65.0,80.0,7,458.0
2616,Tiger Woods PGA Tour 10,81.0,38.0,7.7,9.0
2619,Tom Clancy's Splinter Cell: Double Agent,85.0,59.0,8.1,148.0
2621,Naruto Shippuden: Ultimate Ninja Storm 2,74.0,31.0,8.5,39.0
2622,Golden Sun: Dark Dawn,79.0,63.0,8.1,86.0
2623,Fight Night Champion,86.0,59.0,7.4,105.0
2625,Dead Island: Riptide,57.0,43.0,6.3,192.0
2628,Star Wars The Clone Wars: Jedi Alliance,68.0,10.0,7.8,32.0
2629,The World Ends With You,88.0,59.0,8.9,283.0
2630,Drawn to Life,73.0,34.0,8.2,30.0
2631,Sid Meier's Civilization Revolution,85.0,39.0,7.7,87.0
2632,NBA 2K7,81.0,12.0,8.4,18.0
2635,James Bond 007: Nightfire,80.0,17.0,8.6,46.0
2637,Goldeneye 007: Reloaded,72.0,38.0,6.3,52.0
2639,Rayman Origins,87.0,55.0,8.2,209.0
2641,Aliens: Colonial Marines,48.0,47.0,3.8,449.0
2642,Lips,71.0,43.0,7.4,34.0
2646,MadWorld,81.0,74.0,8.6,176.0
2647,Need for Speed: ProStreet,57.0,14.0,7.1,19.0
2648,Perfect Dark Zero,81.0,75.0,7.3,229.0
2649,Marvel Nemesis: Rise of the Imperfects,53.0,30.0,6.3,46.0
2651,Need for Speed: Porsche Unleashed,78.0,13.0,8.5,24.0
2654,Resident Evil: Operation Raccoon City,52.0,56.0,4.9,330.0
2655,UFC Personal Trainer: The Ultimate Fitness System,70.0,36.0,6.5,15.0
2657,Worms: Open Warfare,70.0,22.0,6.6,18.0
2661,Star Wars Episode II: Attack of the Clones,38.0,14.0,5,6.0
2662,Ghost Squad,69.0,42.0,7.5,31.0
2664,Maximo: Ghosts to Glory,84.0,33.0,8.7,16.0
2665,Donkey Kong Country 3,77.0,16.0,8.4,27.0
2666,All-Star Baseball 2003,81.0,15.0,8.4,17.0
2667,Unlimited Saga,45.0,26.0,3,29.0
2668,Pokemon Dash,46.0,28.0,5.9,34.0
2669,Dragon Ball: Raging Blast,57.0,26.0,7.2,58.0
2670,Twisted Metal: Head On,79.0,45.0,8.2,38.0
2672,Sonic Unleashed,66.0,5.0,6.7,49.0
2679,Driv3r,56.0,57.0,4.7,69.0
2684,ISS Pro Evolution,94.0,4.0,8.7,40.0
2685,Need For Speed: Undercover,52.0,7.0,6.8,37.0
2686,Metroid Prime Hunters,85.0,54.0,8,188.0
2687,Bayonetta 2,91.0,80.0,8.2,1217.0
2688,Star Wars Battlefront: Elite Squadron,63.0,25.0,8,41.0
2695,Syphon Filter: The Omega Strain,65.0,47.0,6.9,30.0
2697,The Sims 3,52.0,29.0,3.3,31.0
2698,Mortal Kombat: Deception,81.0,53.0,8.8,24.0
2699,That's So Raven,39.0,6.0,7.6,5.0
2700,DJ Hero,87.0,22.0,7.6,19.0
2703,Portal 2,95.0,52.0,8.8,5999.0
2704,Duke Nukem Forever,51.0,48.0,4.9,278.0
2705,Star Wars: The Force Unleashed II,71.0,10.0,7.8,31.0
2712,Harry Potter and the Half-Blood Prince,60.0,35.0,6,8.0
2713,Wall-E,67.0,8.0,8.4,9.0
2714,Professor Layton and the Azran Legacy,81.0,58.0,7.9,86.0
2716,Mega Man X5,76.0,10.0,8.9,55.0
2718,Titanfall 2,89.0,56.0,8.4,704.0
2719,Genji: Days of the Blade,55.0,46.0,5.8,30.0
2720,Metal Gear Solid V: The Phantom Pain,95.0,10.0,7.3,900.0
2721,Rockstar Games presents Table Tennis,81.0,75.0,7.8,69.0
2722,Drawn to Life: The Next Chapter,58.0,22.0,6,8.0
2723,PokePark 2: Wonders Beyond,60.0,18.0,7,27.0
2724,DJ Hero 2,86.0,46.0,7.8,22.0
2725,WWE SmackDown vs. Raw 2009,72.0,9.0,6,9.0
2726,LEGO Batman 2: DC Super Heroes,72.0,6.0,5.2,25.0
2727,SoulCalibur V,81.0,53.0,6.7,150.0
2728,Shark Tale,69.0,30.0,6.5,6.0
2730,Zone of the Enders,78.0,21.0,7.4,49.0
2734,Pro Evolution Soccer 2015,82.0,56.0,7.2,386.0
2735,Tony Hawk's Underground 2,83.0,55.0,7.8,12.0
2736,Madden NFL 06,75.0,23.0,7.9,16.0
2738,Raving Rabbids: Travel in Time,62.0,24.0,7.6,14.0
2739,Capcom vs. SNK 2: Mark of the Millennium 2001,81.0,22.0,7.9,27.0
2740,MVP 06 NCAA Baseball,76.0,27.0,9,18.0
2741,Turok,69.0,63.0,7.1,120.0
2743,Coded Arms,59.0,42.0,6.5,61.0
2744,Final Fantasy Tactics A2: Grimoire of the Rift,80.0,47.0,6.9,106.0
2747,The Lord of the Rings: Conquest,54.0,45.0,7.1,57.0
2748,Band Hero,76.0,45.0,5.7,9.0
2749,Burnout,79.0,25.0,7.7,33.0
2750,Spectrobes,63.0,37.0,7.9,31.0
2753,The Godfather II,67.0,53.0,7.2,50.0
2754,Mortal Kombat: Unchained,70.0,19.0,8.8,31.0
2755,Need for Speed: Shift,69.0,11.0,6.5,31.0
2756,Dark Souls II,91.0,30.0,7.9,915.0
2758,Assassin's Creed: Revelations,80.0,20.0,7.4,771.0
2760,[Prototype 2],79.0,39.0,6.8,179.0
2761,Midnight Club 3: DUB Edition,84.0,53.0,7.4,40.0
2762,Resident Evil: Revelations,74.0,30.0,7.2,204.0
2763,Tom Clancy's Rainbow Six: Vegas,60.0,20.0,7.1,31.0
2767,Red Faction: Guerrilla,85.0,56.0,8.1,136.0
2770,Ace Combat: Assault Horizon,77.0,28.0,6.7,82.0
2772,Unreal Championship,83.0,29.0,8.2,24.0
2775,Crysis 2,86.0,42.0,6.8,1594.0
2776,Tales of Vesperia,79.0,67.0,8.2,264.0
2777,MLB 13: The Show,87.0,36.0,7.8,114.0
2778,LEGO Marvel Super Heroes,82.0,8.0,8,71.0
2779,Namco Museum Remix,49.0,18.0,6.3,4.0
2781,Sword of Mana,72.0,31.0,8.3,25.0
2783,Marvel: Ultimate Alliance 2,74.0,48.0,7.3,51.0
2784,Dragon Age: Inquisition,85.0,45.0,5.9,3926.0
2785,Resonance of Fate,72.0,42.0,8,136.0
2787,Pirates of the Caribbean: At World's End,55.0,24.0,6.9,19.0
2792,Tiger Woods PGA Tour 08,79.0,30.0,6.6,7.0
2793,Classic NES Series: Donkey Kong,55.0,15.0,4.8,4.0
2794,Harvest Moon: Animal Parade,76.0,10.0,8.9,20.0
2798,WWE SmackDown vs. Raw 2010,78.0,11.0,7.7,9.0
2799,Style Savvy: Trendsetters,76.0,5.0,8,15.0
2801,Final Fantasy XIII-2,79.0,50.0,6.3,268.0
2803,Oddworld: Munch's Oddysee,80.0,30.0,8.7,32.0
2804,Persona 4: Arena,86.0,47.0,7.7,180.0
2806,Brink,72.0,39.0,5.8,168.0
2807,NHL 11,88.0,49.0,7.7,71.0
2808,NCAA Football 07,79.0,43.0,6.9,20.0
2810,Full Spectrum Warrior,84.0,67.0,8.7,27.0
2811,LEGO Marvel's Avengers,71.0,70.0,7,87.0
2812,Katamari Damacy,86.0,55.0,9,86.0
2813,Just Dance 2015,75.0,6.0,6.6,26.0
2815,LEGO Dimensions,80.0,53.0,7.1,65.0
2816,Naruto Shippuden: Ultimate Ninja Storm Generations,74.0,23.0,7.1,83.0
2817,Shaun Palmer's Pro Snowboarder,64.0,17.0,8.7,13.0
2818,James Bond 007: Agent Under Fire,74.0,16.0,6.8,25.0
2819,Harvest Moon DS: Island of Happiness,65.0,15.0,7,22.0
2820,Star Wars Episode III: Revenge of the Sith,73.0,13.0,7.5,12.0
2821,Ultimate Spider-Man,74.0,52.0,7.9,54.0
2822,Monopoly Streets,65.0,9.0,5.2,5.0
2829,Total War: Rome II,76.0,71.0,4.2,3742.0
2830,NBA Live 08,68.0,10.0,6.6,9.0
2831,Star Ocean: The Last Hope International,74.0,45.0,6.7,155.0
2832,Dead to Rights,73.0,39.0,8.9,16.0
2833,Indiana Jones and the Staff of Kings,55.0,32.0,7,28.0
2834,Tiger Woods PGA Tour 07,79.0,33.0,6,8.0
2837,Major League Baseball 2K7,79.0,31.0,7.1,34.0
2839,Persona Q: Shadow of the Labyrinth,83.0,56.0,8.1,169.0
2840,MLB 14: The Show,83.0,17.0,7.7,205.0
2841,X-Men: Mutant Academy 2,72.0,12.0,8.4,18.0
2842,Kirby: Canvas Curse,86.0,48.0,8.2,87.0
2845,Madden NFL 10,77.0,23.0,7.2,24.0
2846,MLB 09: The Show,90.0,27.0,8.1,61.0
2847,Borderlands: The Pre-Sequel,74.0,16.0,6.4,161.0
2850,Super Monkey Ball Jr.,82.0,20.0,8.6,11.0
2851,The Witcher 3: Wild Hunt,93.0,32.0,9.3,10665.0
2852,F1 2011,84.0,61.0,7.1,54.0
2853,Mobile Suit Gundam: Encounters in Space,66.0,10.0,8.5,37.0
2854,MLB 10: The Show,91.0,33.0,8.3,107.0
2855,MX vs. ATV Reflex,75.0,47.0,6.6,30.0
2856,Blur,81.0,58.0,8.2,86.0
2859,Battlefield: Bad Company 2,87.0,46.0,8.3,1467.0
2860,DiRT 3,87.0,81.0,7.1,166.0
2861,The Lord of the Rings: The Two Towers,79.0,17.0,8.1,18.0
2862,Madden NFL 2003,92.0,16.0,8.3,16.0
2863,Skate,86.0,59.0,8.4,137.0
2865,XCOM: Enemy Unknown,89.0,57.0,8.2,2235.0
2866,Ben 10: Protector of Earth,60.0,4.0,7.2,23.0
2867,Virtua Fighter 4: Evolution,93.0,30.0,9,48.0
2868,Crysis,91.0,56.0,8,1970.0
2869,Resident Evil: Survivor,39.0,10.0,7,47.0
2870,The Sims 2: Castaway,66.0,8.0,4,5.0
2872,Godzilla: Destroy All Monsters Melee,73.0,30.0,7.8,23.0
2875,Silent Hill 3,85.0,41.0,8.8,315.0
2877,Spyro: Enter the Dragonfly,48.0,13.0,5.1,24.0
2879,Power Rangers: Dino Thunder,49.0,6.0,6.2,5.0
2880,Madden NFL 08,75.0,10.0,6.8,8.0
2885,Madden NFL 09,68.0,8.0,6.5,4.0
2887,NBA Live 09,77.0,32.0,7.4,14.0
2889,Dragon Ball: Xenoverse 2,73.0,54.0,7.8,117.0
2890,Dynasty Warriors 6,59.0,31.0,7.3,49.0
2893,NCAA Football 09,83.0,24.0,7.7,26.0
2894,Doom 3: Resurrection of Evil,77.0,41.0,7.9,16.0
2895,SSX,82.0,65.0,6.4,186.0
2896,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,65.0,43.0,5.9,21.0
2897,Two Worlds,50.0,44.0,5.5,182.0
2898,Tony Hawk's Underground,89.0,19.0,8.5,24.0
2899,Spider-Man 2,67.0,43.0,6.9,8.0
2901,NCAA Football 08,81.0,30.0,7.8,44.0
2903,Skylanders: Trap Team,86.0,4.0,7.1,18.0
2904,Star Wars: Obi-Wan,58.0,28.0,5.9,14.0
2905,Ace Attorney Investigations: Miles Edgeworth,78.0,51.0,8.4,79.0
2906,Kill.Switch,73.0,33.0,8.3,19.0
2907,Catherine,79.0,61.0,8.1,372.0
2910,SplashDown,84.0,22.0,8.2,11.0
2912,Jade Empire,89.0,84.0,8.6,113.0
2913,Infinite Undiscovery,68.0,60.0,7,158.0
2917,Lego Star Wars: The Force Awakens,78.0,61.0,7.5,91.0
2918,NHL 12,86.0,56.0,7,72.0
2919,Advance Wars,92.0,28.0,9,95.0
2920,NASCAR 2001,66.0,16.0,6.6,9.0
2923,Mafia,65.0,30.0,7.6,62.0
2925,Ape Escape: On the Loose,66.0,35.0,6.4,16.0
2926,Mobile Suit Gundam: Journey to Jaburo,58.0,16.0,8.1,49.0
2927,MLB 08: The Show,85.0,33.0,8.7,76.0
2928,TimeSplitters 2,90.0,33.0,8.8,127.0
2929,Omerta: City of Gangsters,43.0,18.0,3.3,25.0
2930,Driver: San Francisco,80.0,63.0,7.6,130.0
2931,Classic NES Series: Zelda II: The Adventure of Link,73.0,8.0,7.5,39.0
2934,James Bond 007: Blood Stone,65.0,49.0,7.4,45.0
2938,Metal Gear Solid: Portable Ops Plus,65.0,19.0,7.5,27.0
2939,LEGO Rock Band,70.0,15.0,6.8,6.0
2941,Halo 2 Multiplayer Map Pack,89.0,37.0,7.4,34.0
2942,Mortal Kombat: Shaolin Monks,77.0,41.0,8.6,74.0
2947,MotionSports,40.0,30.0,4.4,9.0
2948,MX vs. ATV Unleashed: On the Edge,68.0,22.0,8.1,7.0
2949,Mario Pinball Land,62.0,35.0,4.9,11.0
2952,Dragon Ball Z: Budokai,65.0,16.0,6.3,15.0
2955,Plants vs. Zombies: Garden Warfare,76.0,65.0,7.4,438.0
2956,Need for Speed Rivals,75.0,18.0,5.8,175.0
2957,The Sims 2: Apartment Pets,50.0,12.0,3.3,4.0
2958,Harry Potter and the Chamber of Secrets,77.0,14.0,8.3,27.0
2959,Prince of Persia: The Forgotten Sands,75.0,49.0,7.6,120.0
2961,The Lord of the Rings: The Return of the King,84.0,23.0,8.5,21.0
2962,The Sims: Medieval,77.0,56.0,6.1,173.0
2964,Top Spin 4,82.0,37.0,7.7,55.0
2966,Baldur's Gate: Dark Alliance II,78.0,44.0,8.7,54.0
2967,Shark Tale,63.0,8.0,9,4.0
2968,IL-2 Sturmovik: Birds of Prey,81.0,28.0,7.3,20.0
2972,NBA Street Vol. 2,89.0,22.0,8.8,24.0
2974,MX vs. ATV Untamed,70.0,43.0,7.1,17.0
2975,The Last Remnant,66.0,49.0,6.9,122.0
2976,NCAA Football 2005,89.0,29.0,8,12.0
2978,The Sly Collection,85.0,46.0,8.8,172.0
2979,Naruto: Clash of Ninja,72.0,21.0,8.1,20.0
2980,Sniper Elite 3,67.0,41.0,7.1,178.0
2981,Prince of Persia: The Two Thrones,85.0,46.0,8.5,111.0
2982,Hot Shots Golf: Open Tee 2,82.0,42.0,8.6,12.0
2985,Suikoden II,82.0,8.0,8.4,162.0
2986,Iron Man,42.0,27.0,6.2,45.0
2987,FIFA Soccer 06,80.0,39.0,7.5,22.0
2988,Fight Night 2004,85.0,47.0,8.7,20.0
2990,.hack//Mutation Part 2,76.0,24.0,8.9,81.0
2991,Wolfenstein: The New Order,79.0,18.0,7.8,397.0
2992,Cars: Mater-National Championship,69.0,7.0,6.8,5.0
2995,Kirby's Dream Collection: Special Edition,82.0,6.0,8.8,37.0
2996,Return to Castle Wolfenstein: Tides of War,84.0,38.0,8.8,33.0
2997,RIFT,84.0,59.0,7.3,561.0
2998,Spider-Man 3,60.0,33.0,7,40.0
3000,Mass Effect,89.0,45.0,8.6,2386.0
3006,The Evil Within,79.0,24.0,7.3,430.0
3007,Armored Core 3,74.0,23.0,9,33.0
3008,Star Wars: Republic Commando,78.0,54.0,8.9,89.0
3011,The LEGO Movie Videogame,71.0,31.0,7.1,98.0
3012,Turok,67.0,38.0,6,39.0
3014,Terraria,81.0,39.0,7.2,139.0
3015,Red Steel,63.0,54.0,6.8,121.0
3020,Unreal Tournament III,86.0,42.0,7.7,127.0
3022,Fossil Fighters: Champions,68.0,8.0,7.1,11.0
3023,The Sims 3,73.0,9.0,6.4,20.0
3029,NFL Street,81.0,38.0,8.8,9.0
3030,Final Fantasy Crystal Chronicles: Ring of Fates,77.0,41.0,7.2,25.0
3031,Bakugan: Battle Brawlers,62.0,12.0,7.2,11.0
3032,Blazing Angels: Squadrons of WWII,67.0,26.0,6.9,9.0
3033,WWE SmackDown vs. RAW 2007,78.0,13.0,8.1,21.0
3035,F1 2015,65.0,46.0,6.3,43.0
3036,Tony Hawk's Proving Ground,65.0,6.0,6.6,17.0
3037,The Darkness,80.0,35.0,7.7,107.0
3039,MLB 2004,61.0,21.0,7.9,9.0
3043,Darkstone,58.0,10.0,8.3,12.0
3044,NCAA March Madness 2003,74.0,13.0,8,27.0
3047,Thrillville,69.0,32.0,2.9,52.0
3051,Castlevania: Lords of Shadow,83.0,70.0,7.8,237.0
3053,NHL 10,88.0,52.0,8.4,71.0
3059,Street Fighter Anniversary Collection,78.0,30.0,8.7,20.0
3061,NHL 13,83.0,44.0,6.6,86.0
3062,Napoleon: Total War,81.0,56.0,7.9,515.0
3065,Rayman Legends,92.0,35.0,8.7,465.0
3066,The Sims: Bustin' Out,81.0,30.0,9,15.0
3067,BioShock Infinite,94.0,68.0,8.5,7322.0
3069,Ratatouille,64.0,7.0,7.1,7.0
3070,Lollipop Chainsaw,67.0,37.0,7.1,199.0
3071,Tom Clancy's EndWar,76.0,33.0,6.6,42.0
3072,Shrek: Hassle at the Castle,71.0,7.0,7.4,5.0
3073,Suikoden IV,63.0,44.0,7.3,47.0
3074,Gods Eater Burst,71.0,30.0,7.9,35.0
3075,Fist of the North Star: Ken's Rage,60.0,30.0,6.9,29.0
3078,One Piece: Pirate Warriors 2,71.0,35.0,7.8,61.0
3080,Brothers In Arms: Road to Hill 30,88.0,64.0,8,69.0
3084,LEGO Jurassic World,70.0,17.0,6.7,44.0
3085,Kung Fu Panda,73.0,6.0,8.6,5.0
3086,Freedom Wars,73.0,39.0,8.3,265.0
3090,Shaun White Snowboarding,63.0,30.0,6.3,26.0
3091,Radiata Stories,74.0,36.0,9,54.0
3094,F-Zero GX,89.0,50.0,8.5,161.0
3095,Disney's Chicken Little,60.0,20.0,8.9,7.0
3096,Scene It? Box Office Smash,76.0,32.0,7.4,25.0
3097,Yoshi Topsy-Turvy,60.0,23.0,6.6,5.0
3098,Monster Jam: Maximum Destruction,47.0,11.0,6,6.0
3100,Tiger Woods PGA Tour 09,82.0,34.0,7.2,9.0
3102,Mortal Kombat,85.0,51.0,7.8,192.0
3104,Tiger Woods PGA Tour 09,84.0,41.0,7.8,29.0
3105,Advance Wars 2: Black Hole Rising,89.0,34.0,9.4,97.0
3106,Wario: Master of Disguise,60.0,35.0,7.4,19.0
3108,The Last Story,80.0,61.0,8.4,179.0
3109,Drakengard,63.0,55.0,9.1,88.0
3112,Champions: Return to Arms,77.0,48.0,8.8,43.0
3113,Harry Potter and the Goblet of Fire,68.0,29.0,6.7,48.0
3119,Tiger Woods PGA Tour 10,80.0,51.0,6.9,20.0
3120,007: Quantum of Solace,54.0,11.0,7.5,26.0
3123,Farming Simulator 17,64.0,5.0,8,20.0
3127,Borderlands 2,64.0,31.0,7.6,358.0
3129,Crash Bandicoot Purple: Ripto's Rampage,67.0,23.0,6.6,12.0
3130,Assassin's Creed IV: Black Flag,84.0,10.0,7.7,1470.0
3131,Need For Speed: Undercover,54.0,12.0,6.2,29.0
3132,Spyro: A Hero's Tail,60.0,16.0,8,44.0
3133,Crash: Twinsanity,64.0,38.0,8,129.0
3134,The LEGO Movie Videogame,68.0,5.0,7.7,25.0
3135,Max Payne 2: The Fall of Max Payne,84.0,34.0,8.4,49.0
3137,Drawn to Life: The Next Chapter,72.0,21.0,7.7,22.0
3138,GoldenEye: Rogue Agent,60.0,38.0,7,32.0
3139,WWE 2K15,50.0,5.0,4,65.0
3141,Star Ocean: First Departure,74.0,32.0,7.4,28.0
3142,James Bond 007: Everything or Nothing,83.0,51.0,7.4,27.0
3143,X2: Wolverine's Revenge,58.0,24.0,7.2,13.0
3144,NBA Live 06,79.0,30.0,6.4,15.0
3149,Rayman 3D,61.0,39.0,6.6,48.0
3150,Football Manager 2014,85.0,41.0,5.5,275.0
3152,TimeSplitters 2,88.0,20.0,7.7,34.0
3153,Onimusha: Dawn of Dreams,81.0,45.0,8.9,62.0
3154,Sengoku Basara: Samurai Heroes,61.0,37.0,7.9,29.0
3155,Stuntman: Ignition,75.0,38.0,7.3,31.0
3156,Real Heroes: Firefighter,67.0,18.0,8.2,10.0
3157,Dishonored 2,88.0,56.0,7.7,569.0
3161,The Crew,64.0,18.0,5.9,176.0
3162,Dragon Ball: Raging Blast 2,57.0,33.0,7.4,30.0
3166,NHL 13,84.0,22.0,6.8,60.0
3167,Dead or Alive 5,74.0,34.0,7.7,109.0
3168,Evolve,74.0,31.0,5.1,336.0
3169,Lemony Snicket's A Series of Unfortunate Events,63.0,25.0,5.7,12.0
3170,Lost Planet: Extreme Condition,67.0,34.0,7,36.0
3171,X-Men Legends II: Rise of Apocalypse,82.0,44.0,7.3,41.0
3175,LEGO Star Wars II: The Original Trilogy,81.0,50.0,8,45.0
3178,Rock Band 3,91.0,10.0,6.9,36.0
3179,Dragon Age II,82.0,45.0,4.5,4533.0
3180,Tony Hawk's Pro Skater 2x,78.0,24.0,8.8,5.0
3181,NBA Live 08,73.0,28.0,6.8,10.0
3183,FIFA Soccer 2003,88.0,11.0,7.7,11.0
3185,The Lord of the Rings: Conquest,55.0,58.0,7,110.0
3186,Far Cry 4,80.0,17.0,6.7,1064.0
3188,NASCAR 06: Total Team Control,78.0,18.0,7.7,18.0
3192,Iron Man,44.0,7.0,6.5,16.0
3193,White Knight Chronicles II,60.0,45.0,7.1,64.0
3195,Juiced 2: Hot Import Nights,68.0,24.0,7.6,21.0
3196,Wolfenstein,71.0,58.0,7.4,77.0
3197,The Walking Dead: Survival Instinct,32.0,30.0,4,410.0
3198,The Sims 3: Generations,70.0,22.0,3.6,81.0
3199,Ape Escape 2,82.0,31.0,8.4,32.0
3202,Sega Rally Revo,75.0,40.0,7,20.0
3203,Shin Megami Tensei: Persona 3 FES,89.0,25.0,8.3,296.0
3204,FIFA Soccer 2002,82.0,17.0,5.8,28.0
3205,Angry Birds Trilogy,62.0,7.0,4.6,20.0
3207,Condemned 2: Bloodshot,80.0,76.0,8.4,178.0
3208,Okami,93.0,69.0,9.3,327.0
3209,Shin Megami Tensei: Persona 3 Portable,89.0,40.0,8.3,317.0
3211,NHL 2001,88.0,10.0,7.7,7.0
3212,Crysis 3,76.0,47.0,6.5,1223.0
3213,Buzz Lightyear of Star Command,54.0,10.0,5.3,4.0
3214,NHL 16,78.0,28.0,5.5,157.0
3218,Tony Hawk's Project 8,76.0,43.0,7.2,14.0
3219,Ghostbusters: The Video Game,79.0,53.0,8.5,125.0
3220,XCOM: Enemy Unknown,90.0,35.0,8.3,366.0
3224,Tony Hawk's American Wasteland,77.0,40.0,7.7,15.0
3226,Wild ARMs 3,78.0,30.0,8.4,38.0
3229,Madden NFL 07,82.0,14.0,9.2,5.0
3232,Tiger Woods PGA Tour 2004,89.0,18.0,8.2,14.0
3234,Tak 2: The Staff of Dreams,71.0,31.0,8,10.0
3235,Just Dance 3,75.0,5.0,6,7.0
3236,LEGO Pirates of the Caribbean: The Video Game,71.0,16.0,7.3,20.0
3237,Donkey Kong Barrel Blast,46.0,34.0,6.8,26.0
3240,Viewtiful Joe,93.0,52.0,8.3,115.0
