,name,critic_score,critic_count,user_score,user_count
6727,Armored Core 4,65.0,31.0,7.2,31.0
6732,SBK Superbike World Championship,59.0,7.0,6.1,8.0
6733,Indiana Jones and the Staff of Kings,50.0,5.0,6.8,11.0
6734,X-Men Origins: Wolverine,53.0,8.0,6.1,10.0
6735,Disgaea 2: Dark Hero Days,83.0,33.0,7.1,47.0
6740,Major League Baseball 2K7,74.0,19.0,4.7,7.0
6741,Final Fantasy XI: Chains of Promathia,77.0,13.0,8,10.0
6742,The Chronicles of Riddick: Assault on Dark Athena,80.0,45.0,7.7,40.0
6747,X-Men Legends II: Rise of Apocalypse,82.0,34.0,6.2,26.0
6750,TV Superstars,56.0,17.0,4.9,8.0
6751,Family Guy: Back to the Multiverse,39.0,28.0,5,51.0
6752,Ninja Gaiden 3,58.0,39.0,4.4,136.0
6754,Sid Meier's Civilization VI,88.0,81.0,7.3,684.0
6757,Sword Art Online: Lost Song,63.0,32.0,6.3,60.0
6758,NBA Courtside 2002,71.0,18.0,7.4,7.0
6759,F1 2015,64.0,13.0,5.3,22.0
6764,Sly Cooper: Thieves in Time,75.0,15.0,8.2,148.0
6767,Digimon World: Data Squad,43.0,12.0,8,20.0
6769,Hitman: Absolution,79.0,26.0,7,1327.0
6770,Stella Glow,79.0,32.0,8.7,82.0
6771,Racquet Sports,51.0,8.0,8.6,15.0
6773,Trials Fusion,80.0,28.0,7.1,158.0
6776,Far Cry Instincts Predator,78.0,46.0,6.2,80.0
6778,Onechanbara Z2: Chaos,57.0,40.0,6.5,72.0
6780,Skylanders SWAP Force,68.0,12.0,6.4,13.0
6786,Army Men: Sarge's Heroes 2,48.0,8.0,7.3,7.0
6787,MLB,80.0,26.0,7.9,18.0
6788,Skylanders: SuperChargers,76.0,15.0,5.5,17.0
6789,Ys: Memories of Celceta,82.0,56.0,8.8,237.0
6790,Britney's Dance Beat,63.0,20.0,4.8,20.0
6795,Vexx,63.0,20.0,7.6,11.0
6796,Samurai Warriors 4,76.0,31.0,8.1,74.0
6797,Ace Combat: Assault Horizon Legacy,71.0,37.0,7.8,26.0
6800,TimeSplitters: Future Perfect,84.0,39.0,9.1,117.0
6801,Dynasty Warriors Next,67.0,35.0,7.5,73.0
6803,Harvest Moon: Magical Melody,83.0,14.0,8.9,44.0
6805,Genma Onimusha,83.0,27.0,8.6,10.0
6806,DK: King of Swing,70.0,30.0,5,6.0
6808,Turning Point: Fall of Liberty,42.0,28.0,5.5,33.0
6811,Homefront,70.0,36.0,5.5,531.0
6812,Corvette,53.0,4.0,8.6,12.0
6813,Percy Jackson and the Olympians: The Lightning Thief,56.0,6.0,6.9,12.0
6814,Fuel,67.0,44.0,7.4,36.0
6815,NBA Live 10,64.0,4.0,4.2,10.0
6816,Burnout 2: Point of Impact,88.0,23.0,5.1,23.0
6817,Super Monkey Ball Deluxe,78.0,25.0,7.7,13.0
6818,Kill.Switch,75.0,26.0,8,7.0
6820,Lunar: Silver Star Harmony,80.0,26.0,7.7,47.0
6821,Peter Jackson's King Kong: The Official Game of the Movie,81.0,30.0,8.3,8.0
6822,Dancing With The Stars,42.0,5.0,6.2,5.0
6825,The Simpsons: Road Rage,67.0,16.0,7.7,12.0
6827,Dynasty Warriors 7,58.0,22.0,8,46.0
6829,Total War: Attila,80.0,66.0,7.3,520.0
6830,Azurik: Rise of Perathia,52.0,26.0,8.5,14.0
6833,Dragon Ball Z: Sagas,51.0,11.0,6.1,8.0
6835,AC/DC LIVE: Rock Band Track Pack,60.0,12.0,5.3,14.0
6836,Crash Tag Team Racing,68.0,9.0,7.1,25.0
6842,Asura's Wrath,71.0,54.0,6.5,131.0
6843,Harvest Moon: Another Wonderful Life,70.0,12.0,9.2,60.0
6852,Final Fantasy Fables: Chocobo Tales,75.0,42.0,7.4,28.0
6853,NCAA College Basketball 2K3,83.0,17.0,8,6.0
6855,NHL 17,77.0,23.0,4,38.0
6858,Bakugan: Battle Brawlers,60.0,16.0,5.2,9.0
6859,Fantastic 4,61.0,32.0,4,6.0
6861,Tony Hawk's American Sk8land,64.0,7.0,5.4,5.0
6863,Metro 2033,81.0,40.0,8.1,1472.0
6869,Valhalla Knights,53.0,29.0,6.3,15.0
6875,The Adventures of Tintin: The Game,63.0,35.0,6.1,12.0
6878,Etrian Mystery Dungeon,77.0,44.0,7.9,49.0
6879,Zumba Fitness: World Party,73.0,5.0,6.2,40.0
6880,Luminous Arc,70.0,25.0,7,24.0
6882,4x4 EVO 2,59.0,15.0,6.2,5.0
6886,Grand Theft Auto,68.0,33.0,7.1,23.0
6887,Avalon Code,71.0,29.0,7.4,13.0
6890,Dreamcast Collection,53.0,31.0,5.2,10.0
6891,Resident Evil Archives: Resident Evil Zero,62.0,17.0,8.2,37.0
6892,Rocket League,87.0,22.0,8.3,194.0
6893,My Street,46.0,21.0,3.9,14.0
6894,Spider-Man: Shattered Dimensions,75.0,13.0,7.7,15.0
6896,Ghost Rider,49.0,17.0,5.7,13.0
6897,Shadow Hearts: Covenant,85.0,49.0,9.1,54.0
6898,X-Men: Destiny,50.0,33.0,4.8,37.0
6899,Driver '76,57.0,28.0,7.9,18.0
6901,Harry Potter and the Order of the Phoenix,67.0,35.0,6.6,25.0
6902,Midway Arcade Treasures: Extended Play,63.0,24.0,7.8,8.0
6909,Dynasty Warriors 6 Empires,59.0,24.0,7.3,28.0
6910,The Testament of Sherlock Holmes,65.0,16.0,7.4,34.0
6911,FIFA World Cup Germany 2006,77.0,22.0,8.4,9.0
6912,NBA Live 14,43.0,25.0,2.7,175.0
6913,G.I. Joe: The Rise of Cobra,42.0,59.0,4.7,22.0
6915,Game of Thrones,53.0,14.0,5.5,81.0
6917,LEGO Marvel's Avengers,69.0,4.0,6.8,15.0
6918,PDC World Championship Darts 2008,51.0,18.0,5.4,7.0
6919,X-Men: Destiny,47.0,51.0,5,72.0
6925,Pro Evolution Soccer 2014,80.0,23.0,4.3,113.0
6930,Pure Futbol,46.0,12.0,7.5,30.0
6934,Afro Samurai,65.0,70.0,6.2,57.0
6935,Ar tonelico Qoga: Knell of Ar Ciel,61.0,27.0,5.4,101.0
6936,NASCAR 08,56.0,9.0,8.2,9.0
6937,Broken Sword: Shadow of the Templars - The Director's Cut,74.0,29.0,8.1,14.0
6938,Divinity II: Ego Draconis,62.0,37.0,6.4,36.0
6939,Birds of Steel,73.0,27.0,8.4,18.0
6940,DC Universe Online,72.0,27.0,6.8,243.0
6941,Bakugan: Battle Brawlers,63.0,10.0,8.2,5.0
6942,Naruto: Path of the Ninja 2,62.0,18.0,7.5,6.0
6943,Karaoke Revolution Volume 2,76.0,26.0,7,4.0
6948,Prince of Persia: The Forgotten Sands,77.0,24.0,8.1,31.0
6949,Disney's A Christmas Carol,66.0,7.0,6.5,4.0
6956,NBA Live 15,59.0,24.0,5.6,86.0
6957,NASCAR Thunder 2004,85.0,14.0,9.1,15.0
6958,Buffy the Vampire Slayer,79.0,30.0,9.1,31.0
6960,Harry Potter and the Goblet of Fire,68.0,26.0,5.8,10.0
6962,Sands of Destruction,63.0,20.0,7.9,18.0
6963,Harry Potter and the Goblet of Fire,68.0,15.0,6,6.0
6964,Viva Pinata: Party Animals,56.0,42.0,6.2,18.0
6970,World Series Baseball,85.0,20.0,8.8,6.0
6971,Test Drive: Eve of Destruction,73.0,34.0,9.1,23.0
6973,Dynasty Warriors: Gundam Reborn,64.0,35.0,7.5,25.0
6974,Hatsune Miku: Project Diva f,81.0,10.0,8,90.0
6975,The Legend of Heroes: Trails of Cold Steel,77.0,20.0,7.5,132.0
6976,Jeremy McGrath Supercross World,35.0,9.0,3.4,16.0
6977,The Scorpion King: Rise of the Akkadian,47.0,12.0,7.2,6.0
6981,The Club,72.0,42.0,6.5,15.0
6983,Meteos,88.0,49.0,7.5,164.0
6985,Star Wars Jedi Knight II: Jedi Outcast,75.0,17.0,7.8,19.0
6986,Tom Clancy's Splinter Cell,89.0,19.0,8.7,25.0
6987,Virtua Tennis 4,70.0,37.0,6.2,12.0
6988,ESPN NHL Hockey,90.0,19.0,7,22.0
6990,DiRT Showdown,75.0,53.0,6.4,53.0
6991,The Incredible Hulk: Ultimate Destruction,84.0,47.0,8,22.0
6994,Gundam Battle Assault,61.0,4.0,7.8,4.0
6996,XCOM 2,88.0,104.0,7.1,1221.0
7002,Cross Edge,52.0,32.0,7.2,82.0
7004,The Lord of the Rings: Aragorn's Quest,58.0,21.0,7.8,5.0
7012,Looney Tunes: Acme Arsenal,27.0,7.0,5.1,14.0
7017,Madagascar: Escape 2 Africa,58.0,13.0,6.8,4.0
7021,NBA 2K6,81.0,33.0,8.6,31.0
7022,NASCAR 08,57.0,21.0,5,14.0
7026,Mafia,66.0,33.0,7.7,22.0
7027,Grand Slam Tennis 2,73.0,36.0,5.2,17.0
7028,Dynasty Warriors: Strikeforce,59.0,18.0,5.7,12.0
7029,Airblade,70.0,18.0,5.8,12.0
7032,Epic Mickey 2: The Power of Two,57.0,14.0,5.6,46.0
7038,Carnival Island,66.0,25.0,5.2,5.0
7039,Tom Clancy's Rainbow Six: Siege,79.0,37.0,6.9,734.0
7042,Genji: Dawn of the Samurai,74.0,49.0,8.3,19.0
7048,The Italian Job,55.0,18.0,6.3,4.0
7050,TrackMania: Build to Race,74.0,17.0,6.8,5.0
7051,Ultimate Band,59.0,17.0,5.5,4.0
7053,Freedom Fighters,82.0,23.0,8.2,23.0
7056,Soldier of Fortune II: Double Helix,61.0,26.0,6.5,13.0
7059,Lunar Knights,82.0,39.0,7.8,25.0
7062,Final Fantasy XI: Treasures of Aht Urhgan,87.0,4.0,7.1,13.0
7063,WWE All Stars,71.0,12.0,7.4,7.0
7064,Alundra,86.0,9.0,9,41.0
7066,Mortal Kombat: Armageddon,71.0,29.0,8.4,33.0
7067,Madden NFL 13,75.0,9.0,6.7,30.0
7072,Transformers: Devastation,77.0,50.0,7.5,160.0
7075,BlowOut,58.0,12.0,6.2,5.0
7076,NFL Blitz Pro,73.0,20.0,8.5,14.0
7077,Tiger Woods PGA Tour 2003,90.0,10.0,8,5.0
7081,Pinball Hall of Fame: The Gottlieb Collection,73.0,27.0,8.1,13.0
7083,Disgaea: Afternoon of Darkness,87.0,37.0,8.2,69.0
7085,Toukiden Kiwami,82.0,5.0,8.6,42.0
7089,SSX On Tour,79.0,23.0,8.1,44.0
7092,Rune Factory: Tides of Destiny,55.0,12.0,7.9,44.0
7093,Ys Seven,79.0,27.0,8.5,65.0
7096,Lumines: Electronic Symphony,83.0,65.0,7.8,85.0
7097,Tony Hawk's Proving Ground,79.0,21.0,6.7,6.0
7098,The Polar Express,39.0,10.0,4.3,6.0
7100,AC/DC LIVE: Rock Band Track Pack,63.0,16.0,4.9,10.0
7102,Valhalla Knights 2,50.0,13.0,5.4,13.0
7105,Spec Ops: The Line,76.0,16.0,8.2,1237.0
7107,NBA ShootOut 2003,62.0,22.0,5.9,8.0
7113,Need For Speed: Undercover,59.0,7.0,6.7,6.0
7115,Rogue Ops,61.0,26.0,9.2,6.0
7118,Killer is Dead,64.0,39.0,7.9,215.0
7119,F1 2014,64.0,14.0,4.1,20.0
7121,Legion: The Legend of Excalibur,51.0,21.0,7,6.0
7128,Spartan: Total Warrior,74.0,33.0,8.4,65.0
7140,Justice League Heroes,72.0,13.0,7.8,5.0
7142,Conflict: Vietnam,60.0,40.0,7.3,9.0
7144,Whirl Tour,58.0,9.0,7,5.0
7148,NBA Street: Showdown,75.0,25.0,8.5,15.0
7150,pro evolution soccer 2011,78.0,9.0,5.4,7.0
7151,Skies of Arcadia Legends,84.0,31.0,9.2,95.0
7154,Breath of Fire,79.0,17.0,8.8,9.0
7156,Risen 2: Dark Waters,69.0,51.0,5.6,751.0
7161,NCAA Football 2005,88.0,18.0,9,5.0
7162,Hamtaro: Ham-Ham Games,77.0,20.0,7.8,6.0
7165,Soul Sacrifice Delta,82.0,24.0,8.4,125.0
7167,NASCAR 2011: The Game,42.0,5.0,3.1,9.0
7170,Spider-Man: Edge of Time,58.0,43.0,7.2,29.0
7172,Ride,66.0,30.0,7,47.0
7174,Spirit Camera: The Cursed Memoir,54.0,35.0,6.1,28.0
7176,Galactic Wrestling: Featuring Ultimate Muscle,61.0,12.0,8,5.0
7177,FaceBreaker K.O. Party,61.0,15.0,5.6,7.0
7178,Dino Stalker,50.0,18.0,6.3,8.0
7183,Mega Man Zero 3,77.0,21.0,9,22.0
7184,Super Swing Golf,72.0,44.0,7.8,15.0
7185,G-Force,68.0,22.0,7.6,7.0
7186,Luminous Arc 2,73.0,19.0,7.7,14.0
7188,Shinobi,69.0,33.0,7.3,33.0
7190,Tony Hawk's Downhill Jam,76.0,34.0,7,7.0
7191,Risen 2: Dark Waters,47.0,13.0,5.2,37.0
7192,Age of Empires: The Age of Kings,80.0,38.0,7.9,59.0
7195,MotoGP 09/10,70.0,42.0,5.4,28.0
7196,The Lord of the Rings: The Third Age,67.0,7.0,8.5,12.0
7197,Dinosaur King,61.0,13.0,8,9.0
7198,The Suffering,77.0,44.0,8.8,23.0
7200,Tetris Worlds,47.0,10.0,5.6,8.0
7206,The Sims 4: Get Together,72.0,16.0,7.3,117.0
7208,Viewtiful Joe 2,86.0,39.0,8.3,19.0
7212,Child of Eden,81.0,21.0,7.8,25.0
7217,Touch the Dead,56.0,31.0,5.6,5.0
7219,Nickelodeon Party Blast,19.0,4.0,4.3,7.0
7220,Jackass the Game,58.0,21.0,7,12.0
7221,Ragnarok DS,53.0,19.0,5.8,17.0
7224,Shellshock: Nam '67,58.0,37.0,7,14.0
7228,Magna Carta: Tears of Blood,66.0,34.0,7,22.0
7229,All-Star Baseball 2002,66.0,17.0,5.6,9.0
7231,Capcom vs. SNK,80.0,17.0,9,24.0
7232,Pinball Hall of Fame: The Williams Collection,82.0,16.0,7.9,8.0
7233,Aliens vs Predator: Requiem,49.0,34.0,5.6,19.0
7234,Dishonored 2,88.0,22.0,6.8,156.0
7235,Asphalt: Injection,49.0,33.0,4.8,28.0
7237,From Russia With Love,70.0,20.0,8.5,13.0
7239,Guitar Hero: Smash Hits,69.0,6.0,8.3,6.0
7240,NBA Live 09 All-Play,51.0,11.0,5.9,14.0
7241,NFL Quarterback Club 2002,67.0,12.0,7.8,6.0
7242,NCAA Basketball 09,70.0,23.0,5.6,8.0
7244,Shin Megami Tensei: Persona,78.0,30.0,8,47.0
7246,Lords of the Fallen,71.0,13.0,6.7,166.0
7247,LEGO The Lord of the Rings,80.0,6.0,8.2,127.0
7249,Growlanser: Heritage of War,60.0,7.0,7.9,9.0
7250,Ben 10 Alien Force: Vilgax Attacks,61.0,9.0,8.3,4.0
7252,Rugby 2004,61.0,13.0,6.8,65.0
7255,Senran Kagura 2: Deep Crimson ,58.0,28.0,6.8,56.0
7256,NBA 06,72.0,19.0,5.4,8.0
7257,KORG DS-10 Synthesizer,82.0,11.0,8.2,13.0
7258,Naruto: Ninja Council,60.0,12.0,7.1,9.0
7260,Tropico 3,75.0,33.0,6.6,22.0
7262,Deadly Creatures,72.0,45.0,8.8,36.0
7263,Naruto Shippuden: Ultimate Ninja Storm Revolution,62.0,11.0,7.3,44.0
7266,Dead Island,80.0,24.0,6.8,1428.0
7267,NFL 2K3,92.0,24.0,8.3,15.0
7275,Hunted: The Demon's Forge,61.0,59.0,6,116.0
7281,Britney's Dance Beat,53.0,14.0,7.4,5.0
7282,Shrek SuperSlam,70.0,11.0,7.8,6.0
7283,Full Auto,70.0,63.0,7.8,36.0
7285,Herdy Gerdy,69.0,24.0,5,12.0
7287,Afrika,63.0,12.0,6.2,34.0
7294,Over G Fighters,49.0,36.0,6,49.0
7297,Angry Birds Star Wars,47.0,5.0,2,87.0
7298,Hot Shots Tennis: Get a Grip,80.0,27.0,8,17.0
7301,Star Wars: The Force Unleashed II,43.0,5.0,4,5.0
7302,The Dukes of Hazzard: Return of the General Lee,52.0,17.0,6.8,8.0
7306,Crash 'N' Burn,63.0,17.0,8,7.0
7307,NBA,57.0,25.0,6.9,14.0
7315,Disaster Report,66.0,28.0,8,7.0
7317,Armored Core V,68.0,37.0,7.2,37.0
7319,College Hoops 2K7,82.0,22.0,8.2,12.0
7324,Rampage: Total Destruction,46.0,21.0,5.6,19.0
7327,The Bard's Tale,76.0,44.0,8.6,14.0
7331,Robotech: The Macross Saga,61.0,8.0,6.5,4.0
7336,Conflict Zone,47.0,7.0,7.4,8.0
7338,Code Name: S.T.E.A.M.,69.0,69.0,7.7,125.0
7339,The Bureau: XCOM Declassified,68.0,30.0,6.7,118.0
7340,Star Wars: Battlefront,72.0,19.0,3.5,1509.0
7341,BloodRayne,76.0,20.0,7.5,6.0
7345,NHL 2K6,83.0,32.0,7.5,26.0
7346,Hannah Montana: The Movie,25.0,4.0,3.8,48.0
7347,Tenchu: Return From Darkness,70.0,55.0,7,6.0
7348,World Poker Tour,60.0,17.0,8.6,5.0
7349,Neo Contra,65.0,37.0,7.1,8.0
7350,MVP Baseball,67.0,21.0,7.7,16.0
7353,Tony Hawk's American Sk8land,84.0,31.0,8.7,55.0
7359,Viewtiful Joe 2,85.0,29.0,7.7,17.0
7360,The BIGS 2,76.0,31.0,6.2,35.0
7361,Quake III: Revolution,84.0,18.0,7.2,11.0
7362,Pac-Man World 3,63.0,22.0,5.2,13.0
7363,50 Cent: Blood on the Sand,71.0,54.0,6.4,64.0
7365,Journey,92.0,78.0,8.8,1381.0
7367,SBK X: Superbike World Championship,73.0,4.0,7.5,4.0
7372,Dragon Ball: Fusions,68.0,12.0,7.6,16.0
7373,Madden NFL 07,70.0,9.0,6.5,10.0
7374,HBO Boxing,26.0,7.0,4,5.0
7377,Bass Pro Shops: The Strike,63.0,4.0,5.8,5.0
7378,Darkwatch,75.0,43.0,8.1,21.0
7379,Disgaea D2: A Brighter Darkness,74.0,37.0,8.1,61.0
7381,Maximo vs Army of Zin,83.0,46.0,7.8,13.0
7384,Assassin's Creed Syndicate,74.0,14.0,5.9,544.0
7386,Summoner 2,76.0,20.0,8.3,22.0
7390,Shadow of Destiny,78.0,18.0,8.2,19.0
7393,Ninja Gaiden: Dragon Sword,83.0,52.0,7.8,36.0
7394,Cabela's Deer Hunt: 2004 Season,65.0,5.0,8.4,16.0
7402,World of Final Fantasy,77.0,5.0,8.6,46.0
7403,Danganronpa Another Episode: Ultra Despair Girls,72.0,35.0,8.4,77.0
7404,Pro Evolution Soccer 2012,79.0,9.0,7,12.0
7405,The Legend of Spyro: The Eternal Night,60.0,8.0,6.4,15.0
7408,The Wolf Among Us,83.0,6.0,8.4,259.0
7409,Cursed Mountain,67.0,51.0,7.6,33.0
7412,Age of Empires: Mythologies,78.0,28.0,6.9,20.0
7413,SBK Superbike World Championship,63.0,17.0,8,6.0
7414,Bionicle,47.0,5.0,4.2,5.0
7416,Heroes of Ruin,69.0,53.0,7.4,50.0
7418,A Boy and His Blob,80.0,43.0,8.7,35.0
7422,Baja: Edge of Control,61.0,21.0,5,11.0
7423,G.I. Joe: The Rise of Cobra,43.0,32.0,4.8,13.0
7426,UFC Undisputed 2010,74.0,27.0,7,13.0
7427,World Series of Poker,37.0,6.0,6.4,20.0
7428,Rayman Raving Rabbids,67.0,16.0,7.3,19.0
7429,Deus Ex: The Conspiracy,81.0,25.0,8.9,49.0
7430,Unreal II: The Awakening,64.0,27.0,5.3,20.0
7431,Rumble Racing,85.0,17.0,8.2,9.0
7432,Spider-Man: Web of Shadows,69.0,4.0,4.1,16.0
7433,Vampire Rain,38.0,45.0,2.9,44.0
7434,Batman Begins,65.0,56.0,7.1,21.0
7435,NBA Live 15,53.0,9.0,6.8,53.0
7440,JSRF: Jet Set Radio Future,88.0,36.0,8.2,102.0
7441,NHL Hitz 20-02,79.0,13.0,8.7,7.0
7442,Way of the Samurai 3,55.0,22.0,6.8,16.0
7443,NCAA Football 2003,91.0,11.0,8.1,9.0
7445,Hitman: HD Trilogy,71.0,20.0,7.6,46.0
7447,J Stars Victory Vs.,74.0,5.0,7.9,29.0
7448,de Blob 2,74.0,50.0,7.1,34.0
7451,ESPN Winter X Games: Snowboarding 2002,64.0,14.0,7.9,8.0
7452,Final Fantasy Fables: Chocobo's Dungeon,76.0,34.0,8,20.0
7453,Project: Snowblind,78.0,54.0,8.3,23.0
7454,Prison Break: The Conspiracy,40.0,37.0,4.7,19.0
7456,You Don't Know Jack,81.0,5.0,7.7,6.0
7457,Mortal Kombat: Special Forces,28.0,7.0,2.4,17.0
7458,Mega Man Legacy Collection,77.0,27.0,7.1,26.0
7459,The Last Airbender,53.0,4.0,6.6,5.0
7462,NCAA March Madness 07,67.0,33.0,7.1,15.0
7463,StokEd,68.0,34.0,8.6,19.0
7465,Evil Dead: Regeneration,68.0,26.0,8.5,8.0
7467,Defiance,64.0,40.0,6.5,661.0
7468,NHL 2003,80.0,12.0,7.9,12.0
7470,Tiger Woods PGA Tour,78.0,25.0,7.4,14.0
7471,NHL 2K3,89.0,25.0,7.8,17.0
7475,You Don't Know Jack,82.0,23.0,7.9,29.0
7479,Final Fight One,82.0,16.0,7.8,8.0
7480,Tony Hawk's Pro Skater 5,32.0,43.0,1.5,427.0
7481,MLB 10: The Show,79.0,11.0,6.6,8.0
7482,Gallop Racer 2003: A New Breed,68.0,16.0,8.5,15.0
7483,Frogger 3D,54.0,11.0,5.5,8.0
7484,Blue Dragon Plus,69.0,46.0,6.5,15.0
7486,BeyBlade VForce: Super Tournament Battle,33.0,6.0,7.5,18.0
7489,Dead to Rights: Retribution,61.0,64.0,7,34.0
7493,Dragon Ball Z: Sagas,48.0,11.0,6.6,11.0
7494,X2: Wolverine's Revenge,58.0,27.0,6.4,9.0
7495,Power Rangers: Wild Force,55.0,4.0,6.9,8.0
7496,Tenchu: Shadow Assassins,70.0,35.0,7.8,24.0
7498,Lost Planet 3,61.0,30.0,5.5,102.0
7502,Beyblade G-Revolution,40.0,5.0,7.8,5.0
7505,Capcom Fighting Evolution,57.0,33.0,4.8,5.0
7506,Assassin's Creed The Ezio Collection,72.0,32.0,7.4,49.0
7508,God of War Collection,73.0,28.0,7.4,133.0
7512,Anarchy Reigns,71.0,35.0,8.2,106.0
7513,Mobile Suit Gundam: Crossfire,33.0,31.0,5.1,47.0
7517,Suikoden Tactics,68.0,31.0,8.6,17.0
7518,NCAA March Madness 06,76.0,21.0,7.2,5.0
7519,Sniper: Ghost Warrior 2,52.0,33.0,5.7,110.0
7520,EVE Online,69.0,22.0,7.5,280.0
7521,Phantasy Star Online,89.0,21.0,9.1,33.0
7522,Crazy Taxi 3: High Roller,69.0,33.0,8.5,13.0
7523,Midnight Club 3: DUB Edition Remix,87.0,16.0,5.3,18.0
7527,Thrillville,72.0,13.0,2.8,39.0
7529,"Warhammer 40,000: Space Marine",74.0,34.0,7.4,596.0
7532,The King of Fighters Collection: The Orochi Saga,67.0,14.0,8.5,4.0
7536,Disney's Planes,51.0,10.0,5.3,9.0
7542,MLB SlugFest 20-03,79.0,9.0,7.8,5.0
7544,The Con,63.0,37.0,7.3,16.0
7545,Pitfall: The Lost Expedition,70.0,34.0,8.9,12.0
7547,Need for Speed Carbon: Own the City,70.0,6.0,7.5,15.0
7550,Enchanted Arms,64.0,23.0,5.9,40.0
7551,Le Mans 24 Hours,75.0,19.0,7.6,9.0
7553,The Witch and the Hundred Knight,53.0,44.0,7.5,80.0
7556,Dragon Ball Z: Harukanaru Densetsu,57.0,16.0,6.2,10.0
7557,Harvest Moon: More Friends of Mineral Town,82.0,8.0,9.2,40.0
7563,X2: Wolverine's Revenge,72.0,8.0,7.2,5.0
7564,NBA 2K2,90.0,17.0,7.6,5.0
7565,Code of Princess,67.0,38.0,7.6,73.0
7566,Major League Baseball 2K11,72.0,13.0,6.3,9.0
7572,Dark Messiah of Might and Magic Elements,52.0,27.0,7,48.0
7573,Planet 51,53.0,6.0,5.8,4.0
7574,Dead to Rights II,51.0,32.0,5.3,7.0
7576,FIFA 16,81.0,10.0,4.4,296.0
7580,NBA Live 14,36.0,14.0,3.1,88.0
7581,Kung Fu Rider,36.0,45.0,3.7,21.0
7583,DarkStar One: Broken Alliance,63.0,33.0,7.2,19.0
7584,Dragon Ball: Xenoverse 2,73.0,8.0,7.3,29.0
7586,Odin Sphere: Leifthrasir,87.0,49.0,8.2,178.0
7589,Ty the Tasmanian Tiger 2: Bush Rescue,70.0,20.0,8.6,11.0
7590,Body and Brain Connection,57.0,33.0,4.8,4.0
7592,Dragon Ball: Revenge of King Piccolo,65.0,25.0,7.3,15.0
7595,Warriors Orochi,62.0,13.0,6.6,10.0
7596,MVP Baseball 2003,82.0,18.0,9,9.0
7597,Monster Jam,43.0,9.0,6.4,5.0
7598,Infinite Space,75.0,46.0,9,61.0
7600,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",72.0,31.0,6,6.0
7612,NBA 07,68.0,24.0,7,5.0
7613,Two Worlds II,76.0,31.0,6.5,315.0
7614,IHRA Drag Racing 2004,40.0,5.0,7.4,7.0
7616,The Legend of Heroes: Trails of Cold Steel,86.0,12.0,7.7,128.0
7617,Clive Barker's Jericho,60.0,34.0,7.1,52.0
7618,Tekken 3D: Prime Edition,64.0,42.0,5.9,39.0
7619,Marvel: Ultimate Alliance 2,65.0,7.0,6.7,9.0
7627,Front Mission Evolved,58.0,52.0,6.1,24.0
7632,From Russia With Love,71.0,34.0,8.8,12.0
7636,Apache: Air Assault,66.0,17.0,6.1,12.0
7640,Dying Light,75.0,40.0,7.9,1295.0
7643,Grandia II,90.0,17.0,8.8,57.0
7645,Ridge Racer 6,74.0,65.0,7.1,28.0
7650,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,53.0,20.0,7,10.0
7651,Zone of the Enders HD Collection,75.0,21.0,8.8,20.0
7652,Record of Agarest War,71.0,7.0,7,35.0
7653,Gladius,78.0,27.0,8,22.0
7654,Earth Defense Force: Insect Armageddon,63.0,28.0,7,24.0
7655,Dave Mirra Freestyle BMX 2,76.0,18.0,8.2,6.0
7657,SpongeBob SquarePants: Revenge of the Flying Dutchman,66.0,4.0,8.3,10.0
7659,Taiko Drum Master,77.0,35.0,8.1,8.0
7663,Dungeon Hunter Alliance,49.0,34.0,6.4,61.0
7664,Forgotten Realms: Demon Stone,71.0,40.0,6.8,18.0
7666,Soldier of Fortune: Payback,50.0,35.0,5.6,20.0
7667,Afro Samurai,65.0,52.0,6.1,27.0
7674,Silent Hill: Book of Memories,58.0,57.0,5.1,102.0
7675,Playboy: The Mansion,59.0,33.0,7.5,18.0
7679,Baja: Edge of Control,65.0,35.0,7.1,18.0
7680,Tiger Woods PGA Tour 06,80.0,15.0,7.9,8.0
7683,Bleach: The 3rd Phantom,59.0,28.0,8,10.0
7685,MC Groovz Dance Craze,42.0,8.0,6.8,9.0
7686,The Thing,78.0,21.0,6.6,14.0
7689,Untold Legends: Dark Kingdom,58.0,40.0,7.2,36.0
7692,Plants vs. Zombies,85.0,8.0,7.9,60.0
7693,Baldur's Gate: Dark Alliance,83.0,25.0,8.3,26.0
7694,Prince of Persia: Warrior Within,83.0,31.0,8.6,20.0
7698,Warriors Orochi,53.0,27.0,7.4,13.0
7699,Predator: Concrete Jungle,47.0,14.0,8.8,76.0
7701,Arcana Heart 3,73.0,10.0,7.5,27.0
7702,X-Men Origins: Wolverine,55.0,8.0,8.1,8.0
7703,Big Mutha Truckers 2,51.0,26.0,2.1,9.0
7704,Armored Core 4,65.0,36.0,6.8,25.0
7706,Solatorobo: Red the Hunter,76.0,40.0,7.9,23.0
7707,NHL FaceOff 2001,57.0,11.0,4,4.0
7708,Mana Khemia 2: Fall of Alchemy,70.0,12.0,8.2,17.0
7709,The Great Escape,57.0,19.0,8,21.0
7711,Castlevania: Lords of Shadow 2,63.0,55.0,7.8,528.0
7714,Big Mutha Truckers,59.0,12.0,4.3,9.0
